RCPT_YR,CGG_NM,STDG_NM,LOTNO_SE_NM,MNO,SNO,BLDG_USG,LAND_AREA,ARCH_AREA,THING_AMT,CTRT_DAY,ARCH_YR,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2026,종로구,계동,,,,단독다가구,66.0,29.75,108000,20251230,1959,중개거래,서울 강남구
2026,종로구,계동,,,,단독다가구,66.0,29.75,108000,20251230,1959,중개거래,서울 강남구
2026,종로구,부암동,,,,단독다가구,416.0,345.66,340000,20260103,2017,중개거래,서울 종로구
2026,종로구,계동,,,,단독다가구,16.0,13.09,24900,20260106,1911,중개거래,서울 종로구
2026,종로구,구기동,,,,단독다가구,94.0,59.2,77500,20260107,2021,중개거래,서울 강남구
2026,종로구,가회동,,,,단독다가구,166.0,92.56,225000,20260108,1911,중개거래,서울 종로구
2026,종로구,원남동,,,,단독다가구,79.0,51.34,92000,20260110,1911,중개거래,서울 중구
2026,종로구,평창동,,,,단독다가구,334.0,258.22,178125,20260112,1976,직거래,
2026,종로구,부암동,,,,단독다가구,132.0,148.23,181500,20260114,2019,중개거래,경기 고양시 덕양구
2026,종로구,숭인동,,,,단독다가구,27.0,16.53,28000,20260115,1911,중개거래,서울 종로구
2026,종로구,원서동,,,,단독다가구,171.0,315.69,310000,20260119,1966,중개거래,서울 강남구
2026,종로구,삼청동,,,,단독다가구,228.0,128.92,248400,20260121,1911,중개거래,서울 종로구
2026,종로구,삼청동,,,,단독다가구,228.0,128.92,248400,20260121,1911,중개거래,서울 종로구
2026,종로구,삼청동,,,,단독다가구,228.0,128.92,248400,20260121,1911,중개거래,서울 종로구
2026,종로구,명륜3가,,,,단독다가구,100.0,62.94,55000,20260122,1977,중개거래,서울 종로구
2026,종로구,명륜3가,,,,단독다가구,65.0,69.59,24800,20260126,1976,중개거래,서울 종로구
2026,종로구,창성동,,,,단독다가구,69.0,33.06,72000,20260128,1941,중개거래,서울 종로구
2026,종로구,안국동,,,,단독다가구,175.0,123.68,180000,20260129,1971,중개거래,서울 종로구
2026,종로구,숭인동,,,,단독다가구,82.0,50.02,46000,20260129,1961,직거래,
2026,종로구,인사동,,,,단독다가구,221.0,132.7,398000,20260205,1911,중개거래,서울 종로구
2026,종로구,이화동,,,,단독다가구,42.0,39.67,48000,20260205,1960,중개거래,서울 영등포구
2026,종로구,인사동,,,,단독다가구,221.0,132.7,398000,20260205,1911,중개거래,서울 종로구
2026,종로구,사간동,,,,단독다가구,152.0,64.93,203000,20260206,1911,중개거래,서울 종로구
2026,종로구,명륜3가,,,,단독다가구,121.0,216.78,88500,20260209,1993,중개거래,서울 종로구
2026,종로구,숭인동,,,,단독다가구,66.0,111.06,89500,20260210,null,중개거래,서울 강남구
2026,종로구,명륜3가,,,,단독다가구,121.0,216.78,88500,20260214,1993,중개거래,서울 종로구
2026,종로구,옥인동,,,,단독다가구,131.0,73.59,145000,20260214,1949,중개거래,서울 종로구
2026,종로구,계동,,,,단독다가구,77.0,121.38,157000,20260221,1911,중개거래,서울 강남구
2026,종로구,숭인동,,,,단독다가구,175.0,246.03,132000,20260223,1990,중개거래,서울 종로구
2026,종로구,원남동,,,,단독다가구,150.0,306.0,241000,20260227,1998,중개거래,서울 강남구
2026,종로구,평창동,,,,단독다가구,1111.0,652.24,350000,20260227,1998,중개거래,서울 종로구
2026,종로구,누상동,,,,단독다가구,79.0,99.78,81000,20260227,1999,중개거래,서울 종로구
2026,종로구,구기동,,,,단독다가구,469.0,190.71,74000,20260302,1999,중개거래,서울 종로구
2026,종로구,관훈동,,,,단독다가구,113.0,101.62,316000,20260303,1911,중개거래,서울 종로구
2026,종로구,관훈동,,,,단독다가구,113.0,101.62,316000,20260303,1911,중개거래,서울 종로구
2026,종로구,종로6가,,,,단독다가구,86.0,212.38,180000,20260305,2006,중개거래,서울 강남구
2026,종로구,원남동,,,,단독다가구,33.0,19.83,21500,20260313,1911,중개거래,서울 종로구
2026,종로구,신문로2가,,,,단독다가구,115.0,119.01,97750,20260315,1965,중개거래,서울 종로구
2026,종로구,이화동,,,,단독다가구,130.0,358.53,158000,20260316,1997,중개거래,서울 종로구
2026,종로구,옥인동,,,,단독다가구,205.0,276.8,212000,20260319,1998,중개거래,서울 종로구
2026,종로구,사직동,,,,단독다가구,64.0,31.2,156000,20260319,1989,중개거래,서울 종로구
2026,종로구,필운동,,,,단독다가구,86.0,168.86,156000,20260323,1963,중개거래,서울 강남구
2026,종로구,돈의동,,,,단독다가구,46.0,76.65,57000,20260323,1999,직거래,
2026,종로구,가회동,,,,단독다가구,99.0,39.67,144000,20260326,1911,중개거래,서울 종로구
2026,종로구,신영동,,,,단독다가구,354.0,274.68,236587,20260327,1911,직거래,
2026,종로구,계동,,,,단독다가구,182.0,92.56,259000,20260328,1911,중개거래,서울 종로구
2026,종로구,연건동,,,,단독다가구,105.0,414.92,243000,20260330,1996,중개거래,서울 강남구
2026,종로구,숭인동,,,,단독다가구,66.0,111.06,89500,20260331,1911,중개거래,서울 강남구
2026,종로구,신영동,,,,단독다가구,102.0,38.84,72000,20260331,1961,중개거래,서울 종로구
2026,종로구,통인동,,,,단독다가구,52.0,23.14,55000,20260331,1911,중개거래,서울 종로구
2026,종로구,신영동,,,,단독다가구,102.0,38.84,72000,20260331,1961,중개거래,서울 종로구
2026,종로구,숭인동,,,,단독다가구,142.0,388.8,600000,20260403,1987,중개거래,서울 강남구
2026,종로구,숭인동,,,,단독다가구,142.0,388.8,600000,20260403,1987,중개거래,서울 강남구
2026,종로구,누하동,,,,단독다가구,61.0,81.92,91000,20260404,1911,중개거래,서울 종로구
2026,종로구,통인동,,,,단독다가구,128.0,118.84,156000,20260404,1996,중개거래,서울 종로구
2026,종로구,누하동,,,,단독다가구,105.0,57.13,75600,20260406,1961,직거래,
2026,종로구,필운동,,,,단독다가구,162.0,240.54,220000,20260406,1911,중개거래,서울 종로구
2026,종로구,창성동,,,,단독다가구,54.0,62.91,160000,20260407,2023,중개거래,서울 강남구
2026,종로구,효자동,,,,단독다가구,234.0,163.77,550000,20260410,1974,중개거래,"서울 성동구, 서울 종로구"
2026,종로구,이화동,,,,단독다가구,37.0,40.14,20500,20260410,1978,직거래,
2026,종로구,계동,,,,단독다가구,49.0,23.14,87000,20260411,1911,중개거래,서울 종로구
2026,종로구,원서동,,,,단독다가구,30.0,47.82,39500,20260411,2002,중개거래,서울 종로구
2026,종로구,원서동,,,,단독다가구,30.0,47.82,39500,20260411,2002,중개거래,서울 종로구
2026,종로구,숭인동,,,,단독다가구,171.0,327.77,123000,20260413,1911,중개거래,서울 중구
2026,종로구,창신동,,,,단독다가구,79.0,46.28,166000,20260414,1911,중개거래,서울 종로구
2026,종로구,효자동,,,,단독다가구,88.0,209.4,130000,20260414,1996,중개거래,서울 종로구
2026,종로구,숭인동,,,,단독다가구,30.0,46.13,39000,20260417,1911,중개거래,서울 강남구
