RCPT_YR,CGG_NM,STDG_NM,LOTNO_SE_NM,MNO,SNO,BLDG_USG,LAND_AREA,ARCH_AREA,THING_AMT,CTRT_DAY,ARCH_YR,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2026,종로구,필운동,,,,단독다가구,132.0,237.12,225000,20260418,1998,중개거래,서울 종로구
2026,종로구,삼청동,,,,단독다가구,110.0,42.32,120000,20260420,1911,중개거래,서울 용산구
2026,종로구,원남동,,,,단독다가구,82.0,49.59,95000,20260420,1911,중개거래,서울 중구
2026,종로구,누하동,,,,단독다가구,43.0,22.02,48300,20260427,1911,중개거래,서울 종로구
2026,종로구,충신동,,,,단독다가구,79.0,114.75,36000,20260428,1989,직거래,
2026,종로구,명륜3가,,,,단독다가구,72.0,126.61,34000,20260429,1992,중개거래,서울 종로구
2026,종로구,충신동,,,,단독다가구,58.0,68.04,24000,20260429,1978,직거래,
2026,종로구,창신동,,,,단독다가구,89.0,56.76,66000,20260429,1911,중개거래,서울 종로구
2026,종로구,필운동,,,,단독다가구,66.0,35.7,84500,20260430,1911,중개거래,서울 종로구
2026,종로구,창성동,,,,단독다가구,146.0,107.33,171000,20260430,1911,중개거래,서울 종로구
2026,종로구,누하동,,,,단독다가구,76.0,46.28,91000,20260504,1911,중개거래,서울 종로구
2026,종로구,명륜2가,,,,단독다가구,181.0,333.84,206000,20260507,1996,중개거래,서울 종로구
2026,종로구,평창동,,,,단독다가구,228.0,59.31,80000,20260508,1970,중개거래,서울 종로구
2026,종로구,누하동,,,,단독다가구,76.0,30.71,140000,20260508,1911,중개거래,서울 강남구
2026,종로구,청운동,,,,단독다가구,95.0,46.28,66500,20260508,1999,중개거래,서울 종로구
2026,종로구,부암동,,,,단독다가구,231.0,77.85,103000,20260508,1966,중개거래,서울 종로구
2026,종로구,혜화동,,,,단독다가구,250.0,288.19,380000,20260508,1995,중개거래,서울 강남구
2026,종로구,신교동,,,,단독다가구,134.0,46.81,105000,20260509,1911,중개거래,서울 중구
2026,종로구,필운동,,,,단독다가구,53.0,76.21,105000,20260509,1998,중개거래,서울 강남구
2026,종로구,명륜3가,,,,단독다가구,122.0,244.62,112000,20260511,1996,중개거래,서울 종로구
2026,종로구,체부동,,,,단독다가구,56.0,33.06,95000,20260512,1911,중개거래,서울 종로구
2026,종로구,사직동,,,,단독다가구,215.0,109.09,236000,20260515,1911,중개거래,서울 종로구
2026,종로구,명륜1가,,,,단독다가구,143.0,310.34,155000,20260516,1992,중개거래,서울 종로구
2026,종로구,효자동,,,,단독다가구,106.0,143.28,170000,20260516,1975,중개거래,서울 종로구
2026,종로구,효자동,,,,단독다가구,148.0,79.34,270000,20260516,1911,중개거래,서울 종로구
2026,종로구,창신동,,,,단독다가구,46.0,55.08,44500,20260518,1975,중개거래,서울 종로구
2026,종로구,삼청동,,,,단독다가구,115.0,264.6,205000,20260519,1997,중개거래,서울 종로구
2026,종로구,화동,,,,단독다가구,92.0,120.01,160000,20260522,1971,중개거래,서울 강남구
2026,종로구,가회동,,,,단독다가구,112.0,66.45,290000,20260524,1911,중개거래,"서울 마포구, 서울 종로구"
2026,종로구,숭인동,,,,단독다가구,138.0,426.27,175000,20260528,2001,중개거래,"서울 성북구, 서울 종로구"
2026,종로구,체부동,,,,단독다가구,102.0,50.31,110000,20260528,1911,중개거래,서울 종로구
2026,종로구,원남동,,,,단독다가구,158.0,166.62,170000,20260528,1911,중개거래,서울 강남구
2026,종로구,신영동,,,,단독다가구,227.0,220.69,153000,20260529,1979,직거래,
2026,종로구,창신동,,,,단독다가구,87.0,185.95,97000,20260601,2007,중개거래,서울 종로구
2026,종로구,연건동,,,,단독다가구,82.0,294.4,187000,20260602,1996,중개거래,서울 강남구
2026,종로구,평창동,,,,단독다가구,176.0,296.93,167700,20260612,2016,중개거래,서울 종로구
2026,종로구,계동,,,,단독다가구,73.0,119.43,120000,20260617,1969,중개거래,서울 종로구
2026,종로구,신교동,,,,단독다가구,180.0,230.23,230000,20260624,1984,중개거래,서울 종로구
2026,종로구,창신동,,,,단독다가구,99.0,94.32,78000,20260627,1974,중개거래,서울 종로구
2026,종로구,명륜3가,,,,단독다가구,59.0,26.45,50000,20260629,1911,직거래,
2026,종로구,누하동,,,,단독다가구,109.0,38.18,90000,20260711,1911,중개거래,서울 종로구
