RCPT_YR,CGG_NM,STDG_NM,LOTNO_SE_NM,MNO,SNO,BLDG_USG,LAND_AREA,ARCH_AREA,THING_AMT,CTRT_DAY,ARCH_YR,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2025,용산구,서계동,,,,단독다가구,60.0,25.72,79000,20250627,1946,중개거래,서울 용산구
2025,용산구,한강로2가,,,,단독다가구,55.0,24.23,139000,20250628,1955,중개거래,서울 용산구
2025,용산구,보광동,,,,단독다가구,195.0,126.25,617000,20250629,1978,중개거래,서울 용산구
2025,용산구,청파동3가,,,,단독다가구,126.0,457.12,368000,20250630,1964,중개거래,서울 강남구
2025,용산구,이태원동,,,,단독다가구,76.0,114.96,67000,20250701,2012,중개거래,서울 관악구
2025,용산구,후암동,,,,단독다가구,165.0,332.1,250000,20250701,1995,중개거래,서울 용산구
2025,용산구,보광동,,,,단독다가구,182.0,143.98,410000,20250702,1983,중개거래,서울 용산구
2025,용산구,후암동,,,,단독다가구,64.0,173.55,123508,20250703,1964,중개거래,"서울 광진구, 서울 용산구"
2025,용산구,한강로3가,,,,단독다가구,119.0,57.45,252000,20250703,1960,중개거래,"서울 성동구, 서울 용산구"
2025,용산구,서계동,,,,단독다가구,49.0,85.44,75000,20250703,1994,중개거래,"서울 마포구, 서울 용산구"
2025,용산구,후암동,,,,단독다가구,65.0,46.28,120000,20250704,1979,중개거래,서울 용산구
2025,용산구,한강로2가,,,,단독다가구,36.0,19.63,150000,20250704,1956,중개거래,서울 용산구
2025,용산구,한강로3가,,,,단독다가구,88.0,37.79,212000,20250705,1959,중개거래,서울 용산구
2025,용산구,청파동3가,,,,단독다가구,451.0,175.21,697000,20250707,1937,중개거래,서울 용산구
2025,용산구,후암동,,,,단독다가구,73.0,87.18,102000,20250707,2009,중개거래,서울 용산구
2025,용산구,청파동1가,,,,단독다가구,62.0,19.7,77800,20250709,1965,중개거래,서울 마포구
2025,용산구,보광동,,,,단독다가구,182.0,143.98,410000,20250715,1983,중개거래,서울 강남구
2025,용산구,서계동,,,,단독다가구,15.0,62.85,67000,20250719,1968,중개거래,서울 마포구
2025,용산구,보광동,,,,단독다가구,157.0,218.76,470000,20250719,1990,중개거래,서울 용산구
2025,용산구,용산동2가,,,,단독다가구,52.0,171.02,67200,20250719,1986,중개거래,서울 용산구
2025,용산구,한강로1가,,,,단독다가구,102.0,76.25,200000,20250721,1968,중개거래,서울 용산구
2025,용산구,이태원동,,,,단독다가구,79.0,137.18,330000,20250722,1993,중개거래,서울 용산구
2025,용산구,후암동,,,,단독다가구,97.0,72.73,82000,20250722,1938,중개거래,서울 용산구
2025,용산구,서계동,,,,단독다가구,59.0,103.84,96000,20250724,1993,중개거래,"서울 마포구, 서울 용산구"
2025,용산구,후암동,,,,단독다가구,98.0,107.1,182000,20250726,2012,중개거래,서울 용산구
2025,용산구,후암동,,,,단독다가구,108.0,157.92,165000,20250726,1990,중개거래,서울 용산구
2025,용산구,한남동,,,,단독다가구,132.0,149.96,419957,20250728,1985,중개거래,"서울 강남구, 서울 용산구"
2025,용산구,원효로3가,,,,단독다가구,48.0,26.45,93000,20250728,1955,중개거래,"서울 마포구, 서울 용산구"
2025,용산구,용산동2가,,,,단독다가구,107.0,174.49,148000,20250729,2000,중개거래,서울 용산구
2025,용산구,후암동,,,,단독다가구,203.0,228.69,185000,20250731,1988,중개거래,서울 용산구
2025,용산구,한남동,,,,단독다가구,102.0,173.27,350000,20250731,2002,중개거래,서울 강남구
