_prptDivCd,_pvctTrgtYn,alcYn,apslEvlAmt,apslPrcCtrsLowstBidRto,batcBidYn,bidDivCd,bidDivNm,bidMthodCd,bidMthodNm,bidPrgnNft,bldSqms,cltrBidBgngDt,cltrBidEndDt,cltrMngNo,cltrStatMngCd,cltrUsgLclsCtgrId,cltrUsgLclsCtgrNm,cltrUsgMclsCtgrId,cltrUsgMclsCtgrNm,cltrUsgSclsCtgrId,cltrUsgSclsCtgrNm,collbBidPsblYn,cptnMthodCd,cptnMthodNm,crtnYn,dspsMthodCd,dspsMthodNm,dtbtRqrEdtmCont,eltrGrprUseYn,evcRsbyTrgtCont,feeRate,frstBidPrc,frstCtrsLowstBidPrcRto,landSqms,lctnEmdNm,lctnSdnm,lctnSggnm,lowstBidPrcIndctCont,ltnoPnu,mdfcnDt,onbidCltrNm,onbidCltrno,onbidPbancNo,orgNm,pbctCdtnNo,pbctNo,pbctNsq,pbctStatCd,pbctStatNm,pbctsn,prptDivCd,prptDivNm,pvctTrgtYn,rdnmPnu,rentMthodNm,rentPerdCont,rqstOrgNm,subtBidPsblYn,thnlImgUrlAdr,totalamtUnpcDivCd,totalamtUnpcDivNm,twtmGthrBidPsblYn,usbdNft
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,8303.09,202608191000,202608241000,2026-0600-032225,0002,10000,부동산,10300,상가용및업무용건물,10302,문화및집회시설,N,0001,일반경쟁,N,0002,임대,,Y,임차인,,,,,상암동,서울특별시,마포구,199884876,,20260616154342,서울e스타디움 및 운영사무실,2024607,891796,재단법인 서울경제진흥원,6037993,10070854,10,0001,입찰준비중,,0002,공유재산,N,,변동형 임대,5년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17027465&atchSn=1&hashCrpsNo=HCILEKKJAJEJAEEBMFHGKENKFBBEHHNMBFKJHKJDDILOPHLJHIMJLAJFIBHHHNDD&downloadImageKind=THNL_NM,0001,총액,N,6
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,133.91,202608121000,202608191600,2026-0600-034060,0002,10000,부동산,10300,상가용및업무용건물,10301,근린생활시설,N,0001,일반경쟁,N,0002,임대,,N,공고기관,,,,85.8,하계동,서울특별시,노원구,비공개,,20260727103044,서울특별시 노원구 하계동 251-9 101동 106호 근린생활시설,2028448,897955,코오롱하우스비전(주),6113479,10084681,1,0001,입찰준비중,,0002,공유재산,N,,변동형 임대,5년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17032260&atchSn=1&hashCrpsNo=GIKFMDJNJOMMKMCILGPFGGLJBGGMAGHFMOCABIGFFMGKCDHFICCEJNLFAJGKAINO&downloadImageKind=THNL_NM,0001,총액,N,1
0002,N,N,395106480,,N,0001,전자입찰,0001,최고가방식,,51.12,202608070900,202608181800,2026-0700-039386,0002,10000,부동산,10500,용도복합용건물,10504,기타용도복합건물,N,0002,제한경쟁,N,0002,임대,,N,매매조건 없음,,,,51.12,한남동,서울특별시,용산구,19760000,,20260723142833,서울특별시 용산구 한남동 727-56 실지번 727-35 기타용도복합건물,2040170,897544,서울특별시 용산구,6110514,10083627,1,0001,입찰준비중,,0002,공유재산,N,,고정형 임대,3년,,Y,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17054999&atchSn=1&hashCrpsNo=AHMGEEGPAMDGGBLGBCDFCJJDKCEEELLFJGFNEIAKEKPCAHIJDPHODEOEJDFNBDDE&downloadImageKind=THNL_NM,0001,총액,N,0
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,8303.09,202608111000,202608181000,2026-0600-032225,0002,10000,부동산,10300,상가용및업무용건물,10302,문화및집회시설,N,0001,일반경쟁,N,0002,임대,,Y,임차인,,,,,상암동,서울특별시,마포구,299827314,,20260616154342,서울e스타디움 및 운영사무실,2024607,891796,재단법인 서울경제진흥원,6037992,10070853,9,0001,입찰준비중,,0002,공유재산,N,,변동형 임대,5년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17027465&atchSn=1&hashCrpsNo=HCILEKKJAJEJAEEBMFHGKENKFBBEHHNMBFKJHKJDDILOPHLJHIMJLAJFIBHHHNDD&downloadImageKind=THNL_NM,0001,총액,N,6
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,73.3,202607271000,202608101800,2025-1000-073332,0002,10000,부동산,10300,상가용및업무용건물,10304,판매시설,N,0001,일반경쟁,N,0002,임대,,Y,낙찰자,,,,,마곡동,서울특별시,강서구,28179852,1150010500007670002,20260723132949,서울특별시 강서구 마곡동 767-2 지하 1층 판매시설(마곡 광장 상가 1호),1937705,897509,재단법인 서울경제진흥원,6110431,10083559,1,0002,입찰진행중,,0002,공유재산,N,1150031550510110000900000,변동형 임대,5년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=16524737&atchSn=1&hashCrpsNo=KFLBMFGMFLCMEMEKACBGCJKAMHCEHGECCNMBEGMMBMPOMFKFMIIFAFMKLIANEAJE&downloadImageKind=THNL_NM,0001,총액,N,9
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,84.54,202607271000,202608101800,2025-1000-073334,0002,10000,부동산,10300,상가용및업무용건물,10304,판매시설,N,0001,일반경쟁,N,0002,임대,,Y,낙찰자,,,,,마곡동,서울특별시,강서구,32504057,1150010500007670002,20260723132949,서울특별시 강서구 마곡동 767-2 지하 1층 판매시설(마곡 광장 상가 2호),1937710,897509,재단법인 서울경제진흥원,6110432,10083559,1,0002,입찰진행중,,0002,공유재산,N,1150031550510110000900000,변동형 임대,5년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=16524740&atchSn=1&hashCrpsNo=KFLBMFGMFLCMEMEKACBGCJKAMHCEHGECCNMBEGMMBMPOMFKFMIIFAFMKLIANEAJE&downloadImageKind=THNL_NM,0001,총액,N,9
0002,N,N,24173184,,N,0001,전자입찰,0001,최고가방식,,27.37,202607241700,202608101800,2026-0500-024810,0002,10000,부동산,10300,상가용및업무용건물,10322,가설건축물,N,0001,일반경쟁,N,0002,임대,,N,매도자,,,,4126,성수동1가,서울특별시,성동구,21755865,,20260724165241,"서울특별시 성동구 성수동1가 685-704 A동 5,6호 가설건축물",2010084,897868,소셜혁신연구소 사회적협동조합,6113316,10084552,1,0002,입찰진행중,,0002,공유재산,N,,변동형 임대,1년,,Y,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17003687&atchSn=3&hashCrpsNo=NFONDMMJHNAOBCBFKPLEDFNCDEFELGIGEBIHLKGLOECLEKCKDFCPONMPMGFOFAFF&downloadImageKind=THNL_NM,0001,총액,N,2
0002,N,N,24173184,,N,0001,전자입찰,0001,최고가방식,,27.37,202607241700,202608101800,2026-0500-024837,0002,10000,부동산,10300,상가용및업무용건물,10322,가설건축물,N,0001,일반경쟁,N,0002,임대,,N,매도자,,,,4126,성수동1가,서울특별시,성동구,24173184,,20260724165353,서울특별시 성동구 성수동1가 685-704 A동 4호 가설건축물,2010130,897852,소셜혁신연구소 사회적협동조합,6113307,10084550,1,0002,입찰진행중,,0002,공유재산,N,,변동형 임대,1년,,Y,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17003745&atchSn=3&hashCrpsNo=NFONDMMJHNAOBCBFKPLEDFNCDEFELGIGEBIHLKGLOECLEKCKDFCPONMPMGFOFAFF&downloadImageKind=THNL_NM,0001,총액,N,2
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,8303.09,202608041000,202608101000,2026-0600-032225,0002,10000,부동산,10300,상가용및업무용건물,10302,문화및집회시설,N,0001,일반경쟁,N,0002,임대,,Y,임차인,,,,,상암동,서울특별시,마포구,399769751,,20260616154342,서울e스타디움 및 운영사무실,2024607,891796,재단법인 서울경제진흥원,6037991,10070852,8,0001,입찰준비중,,0002,공유재산,N,,변동형 임대,5년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17027465&atchSn=1&hashCrpsNo=HCILEKKJAJEJAEEBMFHGKENKFBBEHHNMBFKJHKJDDILOPHLJHIMJLAJFIBHHHNDD&downloadImageKind=THNL_NM,0001,총액,N,6
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,97.814,202607311000,202608071600,2026-0700-041566,0002,10000,부동산,10500,용도복합용건물,10504,기타용도복합건물,N,0001,일반경쟁,N,0002,임대,,Y,첨부 공고문 참조,,,,,신당동,서울특별시,중구,36201000,1114016200002510007,20260730192926,"서울특별시 중구 마장로 22, DDP패션몰 2층 매점",2043550,898717,서울시설공단,6120790,10086030,1,0002,입찰진행중,,0002,공유재산,N,1114030050090100002200000,변동형 임대,15개월,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17059926&atchSn=1&hashCrpsNo=GBDMILMJMILIAEGLIDCPIHAAOAFEAAOBOLLONJMBPPFBAOPEJADIGGLDMOEKFCMK&downloadImageKind=THNL_NM,0001,총액,N,0
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,17.1,202607301500,202608061500,2026-0700-035306,0002,10000,부동산,10300,상가용및업무용건물,10301,근린생활시설,N,0001,일반경쟁,N,0002,임대,,N,공고기관,,,,,등촌동,서울특별시,강서구,9702000,1150010200007070003,20260730134613,서울특별시 강서구 등촌동 707-3 1층 매점 근린생활시설,2031690,898650,서울특별시강서구시설관리공단,6120428,10085873,1,0002,입찰진행중,,0002,공유재산,N,1150041455480100006200000,변동형 임대,3년,,Y,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17038382&atchSn=1&hashCrpsNo=NEBMBDKIPCALBPKGPOPGOFOGNFAKBFGLACGBLKIAIOKPEFPGPPGIOIAJLADCAFNF&downloadImageKind=THNL_NM,0001,총액,N,1
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,5.8,202607291400,202608061500,2026-0700-040747,0002,10000,부동산,10300,상가용및업무용건물,10307,교육연구시설,N,0002,제한경쟁,N,0002,임대,,N,낙찰자,,,,,거여동,서울특별시,송파구,598880,1171011300006370000,20260728150051,서울특별시 송파구 거여동 637 덕수고등학교 교육연구시설,2042104,898057,서울특별시교육청 덕수고등학교,6115851,10084902,1,0002,입찰진행중,,0002,공유재산,N,1171048613410100000900000,고정형 임대,12개월,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17057325&atchSn=1&hashCrpsNo=FPOGHJKPJGDHIMEKJPPDLJHCALEDENMCIGFLDCMLLDEPPPEBAOFKHNLIGJKFAKLE&downloadImageKind=THNL_NM,0001,총액,N,0
0002,N,N,13950000,,N,0001,전자입찰,0001,최고가방식,,7.5,202607271000,202608051800,2023-0700-040945,0002,10000,부동산,10300,상가용및업무용건물,10301,근린생활시설,N,0001,일반경쟁,N,0002,임대,,N,매수자,,,,,하월곡동,서울특별시,성북구,15345000,,20260721093227,서울특별시 성북구 하월곡동 산 2-41 오동숲속도서관 내 카페 근린생활시설,1691685,896434,재단법인 성북문화재단,6096037,10081341,1,0002,입찰진행중,,0002,공유재산,N,,변동형 임대,1년,,Y,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=14097495&atchSn=1&hashCrpsNo=DFPKOFDJLHIFLDJOKOLJEIGPHDKOMDHEDGKKFMLBOLLECAAMODDJLIJGAMPJLNLP&downloadImageKind=THNL_NM,0001,총액,N,0
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,3,202607280900,202608050900,2026-0700-040801,0002,10000,부동산,10300,상가용및업무용건물,10307,교육연구시설,N,0001,일반경쟁,N,0002,임대,,N,낙찰자,,,,3,신림동,서울특별시,관악구,123630,1162010200015660042,20260728084132,서울특별시 관악구 신림동 1566-42 서관 2층 투유카페 교육연구시설,2042193,898143,서울특별시교육청 신림고등학교,6115931,10085034,1,0002,입찰진행중,,0002,공유재산,N,1162031170090100011900000,고정형 임대,1년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17057583&atchSn=1&hashCrpsNo=HOMPIKCMEIBKKEBDGMDOOPEPLIMCBAJNINPAJCNPMAMHDKDLHJPFCDIHFJIHBPLE&downloadImageKind=THNL_NM,0001,총액,N,0
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,0,202607291000,202608041600,2026-0700-040944,0002,10000,부동산,10100,토지,10116,주차장,N,0001,일반경쟁,N,0002,임대,,Y,공고문 참조,,,,1,삼각동,서울특별시,중구,214535000,1114010700001110001,20260728163931,서울시 공영주차장 강북권 제2권역,2042520,898275,서울시설공단,6116410,10085326,1,0002,입찰진행중,,0002,공유재산,N,1114041030120100001300000,1년미만(임대),3개월,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17057959&atchSn=1&hashCrpsNo=HHBOAMCLHGAJHAEDDHFGBLLIIAMADMCOFCMFLJDKLKLJFANBPNKEALHHFDOHNMHP&downloadImageKind=THNL_NM,0001,총액,N,0
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,21,202607271400,202608041400,2025-0700-051329,0002,10000,부동산,10300,상가용및업무용건물,10307,교육연구시설,N,0002,제한경쟁,N,0002,임대,,N,공유재산 및 물품관리법 등에 의함,,,,0,옥수동,서울특별시,성동구,22054350,,20260727093256,서울특별시 성동구 옥수동 556-1 서울방송고등학교 교육연구시설 매점,1911306,896076,서울특별시교육청 서울방송고등학교,6113418,10080616,1,0002,입찰진행중,,0002,공유재산,N,,고정형 임대,1년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=16279741&atchSn=2&hashCrpsNo=GNKCKDJIBPCGJPKMDCEJMLBCJBIFHJEPPNHBGHGGCGOFHHIHDJJCGKPFAJGKKNFN&downloadImageKind=THNL_NM,0001,총액,N,0
0002,N,N,38370290,,N,0001,전자입찰,0001,최고가방식,,56.51,202607271000,202608041000,2026-0700-037295,0002,10000,부동산,10300,상가용및업무용건물,10304,판매시설,N,0002,제한경쟁,N,0002,임대,,N,매수자,,,,,성산동,서울특별시,마포구,38370290,,20260727093449,서울특별시 마포구 성산동 산 11-31 홍익대학교사범대학부속여자고등학교 판매시설,2035870,897946,홍익대학교사범대학부속여자고등학교,6113435,10084656,1,0002,입찰진행중,,0002,공유재산,N,,고정형 임대,1년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17046886&atchSn=1&hashCrpsNo=GKANHAHJCJLLPFOCIJMKEPDKKCCIOKDFKIICPAPBGMHICIDHJPHOIFLIPOFDMNJD&downloadImageKind=THNL_NM,0001,총액,N,1
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,112,202607291700,202608032359,2026-0600-030947,0002,10000,부동산,10300,상가용및업무용건물,10307,교육연구시설,N,0002,제한경쟁,N,0002,임대,,N,매수자,,,,,잠실동,서울특별시,송파구,20730600,,20260729162637,서울특별시 송파구 잠실동 10 서울특별시 송파구 잠실동 10-3 (서울특별시교육청학생체육관 구내식당) 교육연구시설,2022197,898494,서울특별시교육청 서울특별시학생체육관,6118944,10085666,1,0002,입찰진행중,,0002,공유재산,N,,1년미만(임대),212일,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17022441&atchSn=3&hashCrpsNo=JGCJJHNJKJOKBJELKDJAPJCAMCKFDHLAGABPEOHHNMMKJGNMFJFGMMLPBAIFPECC&downloadImageKind=THNL_NM,0001,총액,N,5
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,5.9,202607281000,202608031800,2026-0700-038565,0002,10000,부동산,10400,산업용및기타특수용건물,10403,위험물저장및처리시설,N,0001,일반경쟁,N,0002,임대,,N,낙찰자,,,,,고덕동,서울특별시,강동구,1353720,,20260724073759,서울특별시 강동구 고덕동 85 강동구자원순환센터 2층 카페테리아 내 무인자판기 2대,2038590,896796,환경에너지솔루션(주),6098507,10082256,1,0002,입찰진행중,,0002,공유재산,N,,고정형 임대,1년,,Y,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17050332&atchSn=2&hashCrpsNo=LPINOBGIFKBBMNPODKNKAEJEIOLFLINMKPPBNHAPHJFNJAEGDDBHGBOGKAJNPHGO&downloadImageKind=THNL_NM,0001,총액,N,0
0002,N,N,33909685,,N,0001,전자입찰,0001,최고가방식,,6492.72,202607221400,202608031600,2026-0700-039055,0002,10000,부동산,10300,상가용및업무용건물,10302,문화및집회시설,N,0002,제한경쟁,N,0002,임대,,Y,해당없음,,,,1245,상도1동,서울특별시,동작구,20345811,,20260722133905,서울특별시 동작구 매봉로1 김영삼도서관 2층 일부,2039608,897188,재단법인 동작문화재단,6099651,10082975,1,0002,입찰진행중,,0002,공유재산,N,,변동형 임대,3년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17051749&atchSn=1&hashCrpsNo=DOCNEIEJPCACOMBJFONPIMGKLCKAPMCELOCMHIEEEOPIIDJFLIDAHJBCJDEJFMIL&downloadImageKind=THNL_NM,0001,총액,N,0
0002,N,N,187000000,,N,0001,전자입찰,0001,최고가방식,,,202607291000,202608031600,2026-0700-040869,0002,10000,부동산,10100,토지,10116,주차장,N,0002,제한경쟁,N,0002,임대,,N,낙찰자,,,,794,서초동,서울특별시,서초구,비공개,1165010800000000000,20260729093211,"[서초3동열린문화센터 공영주차장] 서울특별시 서초구 반포대로28길 7(서초동 1542-11,12) 지하1~지하3층",2042311,898203,서울특별시 서초구,6116414,10085140,1,0002,입찰진행중,,0002,공유재산,N,,고정형 임대,1년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17057724&atchSn=1&hashCrpsNo=ODPKLJOEANJCGBJFMNNCOLKMPDFECIIPJIECPAFBGLLDPHPBOIILIBMNEMMFMEMN&downloadImageKind=THNL_NM,0001,총액,N,0
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,8303.09,202607281000,202608031000,2026-0600-032225,0002,10000,부동산,10300,상가용및업무용건물,10302,문화및집회시설,N,0001,일반경쟁,N,0002,임대,,Y,임차인,,,,,상암동,서울특별시,마포구,499712189,,20260616154342,서울e스타디움 및 운영사무실,2024607,891796,재단법인 서울경제진흥원,6037990,10070851,7,0002,입찰진행중,,0002,공유재산,N,,변동형 임대,5년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17027465&atchSn=1&hashCrpsNo=HCILEKKJAJEJAEEBMFHGKENKFBBEHHNMBFKJHKJDDILOPHLJHIMJLAJFIBHHHNDD&downloadImageKind=THNL_NM,0001,총액,N,6
0002,N,N,180121000,,N,0001,전자입찰,0001,최고가방식,,2477.38,202607231600,202607311600,2025-0700-049051,0002,10000,부동산,10100,토지,10116,주차장,N,0001,일반경쟁,N,0002,임대,,N,낙찰자,,,,844.2,장안동,서울특별시,동대문구,180121000,,20260723144106,서울특별시 동대문구 장안동 458-8 주차장,1908168,897459,동대문구시설관리공단,6110382,10083520,1,0002,입찰진행중,,0002,공유재산,N,,변동형 임대,1년,,Y,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=16243963&atchSn=1&hashCrpsNo=LCNHGDPCMIFNOBPPEPEBMPLJPLPPEDHMKGOOKMBPBBLONKICHCFJDPFPENNBBIFB&downloadImageKind=THNL_NM,0001,총액,N,0
0002,N,N,,,N,0001,전자입찰,0001,최고가방식,,33.31,202607211700,202607311600,2026-0700-037892,0002,10000,부동산,10300,상가용및업무용건물,10304,판매시설,N,0001,일반경쟁,N,0002,임대,,N,매수자,,,,,당산동4가,서울특별시,영등포구,5634189,,20260721162446,영등포 제2스포츠센터 공유재산(카페),2037281,896944,영등포구시설관리공단,6099267,10082501,1,0002,입찰진행중,,0002,공유재산,N,,변동형 임대,1년,,Y,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=17048413&atchSn=1&hashCrpsNo=JDGIABAHNLALGKLAELIGGNMECOHPANNBLNCJDAJPAFPJLFGIEDKFNJKPCHDONAHC&downloadImageKind=THNL_NM,0001,총액,N,0
0002,Y,N,1848000,,N,0001,전자입찰,0001,최고가방식,,21,202607201820,202607271800,2025-0400-027328,0005,10000,부동산,10300,상가용및업무용건물,10302,문화및집회시설,N,0002,제한경쟁,N,0002,임대,,N,낙찰자,,,,,창동,서울특별시,도봉구,1848000,1132010700000010007,20260720180955,서울특별시 도봉구 창동 1-7 서울시립 사진미술관 문화및집회시설,1881613,896958,서울특별시립미술관,6098836,10082566,1,0009,수의계약가능,,0002,공유재산,Y,1132041272020100006800000,변동형 임대,2년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=16042244&atchSn=1&hashCrpsNo=GJBLFCBLADOMBCPPMIOGFKBLMOPDGHBBEGMNEFKDMNGOLOMMOHNDCGIDFMMCCLDA&downloadImageKind=THNL_NM,0001,총액,Y,2
0002,Y,N,,,N,0001,전자입찰,0001,최고가방식,,35.1,202607131440,202607231600,2020-1200-070859,0005,10000,부동산,10300,상가용및업무용건물,10307,교육연구시설,N,0001,일반경쟁,N,0002,임대,,Y,매수자,,,,,만리동2가,서울특별시,중구,33000000,1114017400002180002,20260713143229,서울특별시 중구 만리동2가 218-2 환일중고등학교 운화관1층 매점 교육연구시설,1485515,895937,환일고등학교,6093733,10080336,1,0009,수의계약가능,,0002,공유재산,Y,1114041396280100004700000,고정형 임대,1년,,Y,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=11160379&atchSn=3&hashCrpsNo=LGCCPMPOIMCPDFMMJIBMGIPNCIKMDNHMKAECAPFIJDDPFFIAADPHLHLNJAIBNEGO&downloadImageKind=THNL_NM,0001,총액,Y,8
0002,Y,Y,485000000,,N,0001,전자입찰,0001,최고가방식,,85.85,202607011000,202607141000,2026-0300-006953,0005,10000,부동산,10300,상가용및업무용건물,10323,기타상가용및업무용,N,0001,일반경쟁,N,0001,매각,,N,낙찰자,,,,4.0332,장사동,서울특별시,종로구,485000000,,20260701093159,서울특별시 종로구 장사동 116-4 제가동 5층 567호 기타상가용및업무용,1983957,894116,학교법인명신여학원,6066963,10076182,2,0009,수의계약가능,,0002,공유재산,Y,,,,,Y,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=16960038&atchSn=3&hashCrpsNo=DLLLEHNAOMHMNCAMFLBLBMPEONIMDJBIDKPGPEKLLBCJAILFEKPAGAIMKFKAKBBP&downloadImageKind=THNL_NM,0001,총액,N,4
0002,Y,N,4160000,,N,0001,전자입찰,0001,최고가방식,,5.9,202606171800,202606241800,2025-0100-001281,0005,10000,부동산,10500,용도복합용건물,10504,기타용도복합건물,N,0001,일반경쟁,N,0002,임대,,N,낙찰자,,,,0,신월동,서울특별시,양천구,864000,,20260617104839,시영아파트 중문삼거리 앞 현수막게시대(신월7동 987),1849418,892175,서울시 양천구시설관리공단,6039103,10071464,6,0009,수의계약가능,,0002,공유재산,Y,,고정형 임대,1년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=15745330&atchSn=1&hashCrpsNo=MJIHLACEMCNCOGALJPFHJCHICGEINBHMKOPIIGADNPEMAGFJLPCLOEFPDCBLOKEH&downloadImageKind=THNL_NM,0001,총액,N,20
0002,Y,N,4710000,,N,0001,전자입찰,0001,최고가방식,,5.9,202606171800,202606241800,2025-0100-001282,0005,10000,부동산,10500,용도복합용건물,10504,기타용도복합건물,N,0001,일반경쟁,N,0002,임대,,N,낙찰자,,,,0,신월동,서울특별시,양천구,1040000,,20260617104839,신동아파밀리에아파트 앞(화곡로 입구 교차로 화곡로 25),1849421,892175,서울시 양천구시설관리공단,6039104,10071464,6,0009,수의계약가능,,0002,공유재산,Y,,고정형 임대,1년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=15745336&atchSn=1&hashCrpsNo=MJIHLACEMCNCOGALJPFHJCHICGEINBHMKOPIIGADNPEMAGFJLPCLOEFPDCBLOKEH&downloadImageKind=THNL_NM,0001,총액,N,19
0002,Y,N,4710000,,N,0001,전자입찰,0001,최고가방식,,5.8,202606171800,202606241800,2025-0200-010400,0005,10000,부동산,10500,용도복합용건물,10504,기타용도복합건물,N,0001,일반경쟁,N,0002,임대,,N,낙찰자,,,,0,신월동,서울특별시,양천구,1040000,1147010300004990002,20260617104839,양강중학교 앞 사거리(서울특별시 양천구 신월동 499-2) 교차로 부근,1859777,892175,서울시 양천구시설관리공단,6039105,10071464,6,0009,수의계약가능,,0002,공유재산,Y,1147030050680200031900000,고정형 임대,1년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=15818688&atchSn=4&hashCrpsNo=MJIHLACEMCNCOGALJPFHJCHICGEINBHMKOPIIGADNPEMAGFJLPCLOEFPDCBLOKEH&downloadImageKind=THNL_NM,0001,총액,N,19
0002,Y,N,2492595000,,N,0001,전자입찰,0001,최고가방식,,,202606090900,202606181800,2026-0100-098889,0005,10000,부동산,10100,토지,10102,임야,Y,0001,일반경쟁,N,0001,매각,,N,낙찰자,,,,721,구의동,서울특별시,광진구,2492595000,,20260608131753,서울특별시 광진구 구의동 4-22 임야,1965208,890538,한국소아마비협회,6019982,10067978,4,0009,수의계약가능,,0002,공유재산,Y,,,,,Y,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=16778278&atchSn=1&hashCrpsNo=HELKMGLKHKJMAMJBHBGEOFKDKEPIDIILOGAEAPIKKFIGJJEPHEMJLBNDNPGKMIAN&downloadImageKind=THNL_NM,0001,총액,Y,2
0002,Y,N,,,N,0001,전자입찰,0001,최고가방식,,384.85,202605271640,202606022359,2026-0300-004201,0005,10000,부동산,10300,상가용및업무용건물,10301,근린생활시설,N,0001,일반경쟁,N,0002,임대,,N,임차인,,,,,상암동,서울특별시,마포구,24228177,,20260527163319,서울특별시 마포구 상암동 DMC첨단산업센터 B109 근린생활시설 상가,1979405,889078,재단법인 서울경제진흥원,6007014,10064773,10,0009,수의계약가능,,0002,공유재산,Y,,변동형 임대,3년,,N,https://www.onbid.co.kr/op/cm/syc/filemng/filemngprcs/FileMngPrcsController/dnldFile.do?atchFileLstNo=16919131&atchSn=1&hashCrpsNo=DBAMJEJGINHHDMECNMNFKIEIKEHPCADOBBPPJJNMGGPBBGFLAOEHGJMGKAIALJIF&downloadImageKind=THNL_NM,0001,총액,N,9
