sigunguCd,bjdongCd,platGbCd,bun,ji,bldNm,splotNm,regstrKindCdNm,mainPurpsCdNm,etcPurps,platArea,archArea,totArea,useAprDay,grndFlrCnt,ugrndFlrCnt,platPlc
11440,12100,0,0010,0011,,,일반건축물,단독주택,주택,0,66.12,66.12,19601117,1,0,서울특별시 마포구 동교동 10-11번지
11440,12100,0,0010,0021,,,일반건축물,단독주택,주택,0,66.12,66.12,19601117,1,0,서울특별시 마포구 동교동 10-21번지
11440,12100,0,0010,0037,,,일반건축물,단독주택,주택,0,66.12,66.12,19601117,1,0,서울특별시 마포구 동교동 10-37번지
11440,12100,0,0013,0005,,,일반건축물,단독주택,주택,0,13.75,13.75,19650129,1,0,서울특별시 마포구 동교동 13-5번지
11440,12100,0,0019,0011,,,일반건축물,단독주택,주택,0,36.73,36.73,19640914,1,0,서울특별시 마포구 동교동 19-11번지
11440,12100,0,0022,0003,,,일반건축물,단독주택,주택,0,89.26,89.26,19621201,1,0,서울특별시 마포구 동교동 22-3번지
11440,12100,0,0023,0004,,,일반건축물,단독주택,주택,0,80.17,80.17,19640624,1,0,서울특별시 마포구 동교동 23-4번지
11440,12100,0,0026,0003,,,일반건축물,단독주택,주택,0,66.12,66.12,,1,0,서울특별시 마포구 동교동 26-3번지
11440,12100,0,0028,0005,,,일반건축물,단독주택,주택,0,33.79,33.79,19580305,1,0,서울특별시 마포구 동교동 28-5번지
11440,12100,0,0028,0014,,,일반건축물,단독주택,주택,0,26.02,26.02,19620406,1,0,서울특별시 마포구 동교동 28-14번지
11440,12100,0,0031,0002,,,일반건축물,단독주택,주택,0,66.12,66.12,,1,0,서울특별시 마포구 동교동 31-2번지
11440,12100,0,0031,0007,,,일반건축물,단독주택,주택,0,66.12,66.12,,1,0,서울특별시 마포구 동교동 31-7번지
11440,12100,0,0032,0006,,,일반건축물,단독주택,주택,0,22.15,22.15,19560620,1,0,서울특별시 마포구 동교동 32-6번지
11440,12100,0,0032,0022,,,일반건축물,단독주택,주택,0,23.14,23.14,,1,0,서울특별시 마포구 동교동 32-22번지
11440,12100,0,0032,0023,,,일반건축물,단독주택,주택,0,36.36,36.36,,1,0,서울특별시 마포구 동교동 32-23번지
11440,12100,0,0036,0008,,,일반건축물,단독주택,주택,0,118.35,135.04,19661103,1,1,서울특별시 마포구 동교동 36-8번지
11440,12100,0,0036,0009,,,일반건축물,단독주택,주택,0,105.72,123.6,19661125,1,1,서울특별시 마포구 동교동 36-9번지
11440,12100,0,0044,0002,,,일반건축물,단독주택,주택,0,41.59,65.39,,2,0,서울특별시 마포구 동교동 44-2번지
11440,12100,0,0044,0017,,,일반건축물,단독주택,주택,0,66.12,66.12,,1,0,서울특별시 마포구 동교동 44-17번지
