sigunguCd,bjdongCd,platGbCd,bun,ji,bldNm,splotNm,regstrKindCdNm,mainPurpsCdNm,etcPurps,platArea,archArea,totArea,useAprDay,grndFlrCnt,ugrndFlrCnt,platPlc
11410,10500,0,0001,0000,,,일반건축물,제2종근린생활시설,일반음식점 및 단독주택,0,0,28.42,19700215,2,0,서울특별시 서대문구 냉천동 1번지
11410,10500,0,0001,0000,,,일반건축물,단독주택,주택,0,0,50.25,19861204,1,0,서울특별시 서대문구 냉천동 1번지
11410,10500,0,0001,0001,,,일반건축물,제1종근린생활시설,근린생활시설,0,0,46.78,19791224,2,1,서울특별시 서대문구 냉천동 1-1번지
11410,10500,0,0002,0000,,,일반건축물,단독주택,주택,0,0,33.06,,1,0,서울특별시 서대문구 냉천동 2번지
11410,10500,0,0003,0003,,,일반건축물,제1종근린생활시설,제1.2종근린생활시설,64.1,39.67,82.32,19551120,3,0,서울특별시 서대문구 냉천동 3-3번지
11410,10500,0,0004,0000,농민신문사,,일반건축물,방송통신시설,"업무시설(신문사),방송통신시설(방송국)",0,441.71,871.66,,2,0,서울특별시 서대문구 냉천동 4번지
11410,10500,0,0004,0000,농민신문사,,일반건축물,업무시설,"업무시설(신문사), 방송통신시설(방송국)",0,680.27,3606.8,,5,1,서울특별시 서대문구 냉천동 4번지
11410,10500,0,0004,0005,,,일반건축물,제2종근린생활시설,근린생활시설,195.9,160.23,485.84,19630529,4,0,서울특별시 서대문구 냉천동 4-5번지
11410,10500,0,0004,0021,,,일반건축물,제1종근린생활시설,점포,0,0,71.31,19630701,1,0,서울특별시 서대문구 냉천동 4-21번지
11410,10500,0,0005,0001,,,일반건축물,제2종근린생활시설,"근린생활시설,주택",58.1,42.15,110.07,19601221,3,0,서울특별시 서대문구 냉천동 5-1번지
11410,10500,0,0013,0001,,,일반건축물,단독주택,주택,0,0,69.08,,1,1,서울특별시 서대문구 냉천동 13-1번지
11410,10500,0,0014,0003,,,일반건축물,단독주택,단독주택(근린생활시설및 다가구용단독주택),108.56,64.11,232.78,19941005,3,1,서울특별시 서대문구 냉천동 14-3번지
11410,10500,0,0015,0000,,,일반건축물,제1종근린생활시설,영업및단독주택,0,0,240.59,19690617,3,1,서울특별시 서대문구 냉천동 15번지
11410,10500,0,0018,0001,,,일반건축물,제2종근린생활시설,제2종근린생활시설,84.3,0,292.32,19610912,4,1,서울특별시 서대문구 냉천동 18-1번지
11410,10500,0,0020,0000,,,일반건축물,단독주택,주택,0,0,52.89,,1,0,서울특별시 서대문구 냉천동 20번지
11410,10500,0,0020,0001,,,일반건축물,제1종근린생활시설,근린생활시설,383.55,320.93,954.23,19661006,4,0,서울특별시 서대문구 냉천동 20-1번지
11410,10500,0,0021,0000,,,일반건축물,단독주택,주택,0,0,36.36,,1,0,서울특별시 서대문구 냉천동 21번지
11410,10500,0,0022,0000,,,일반건축물,단독주택,주택,0,0,54.88,19880805,1,0,서울특별시 서대문구 냉천동 22번지
11410,10500,0,0023,0000,,,일반건축물,제2종근린생활시설,근린생활시설및주택,255.06,153.02,1175.33,19980716,8,1,서울특별시 서대문구 냉천동 23번지
11410,10500,0,0023,0001,,,일반건축물,제1종근린생활시설,근린생활시설,0,0,272.02,19610324,3,0,서울특별시 서대문구 냉천동 23-1번지
11410,10500,0,0026,0000,,,일반건축물,제2종근린생활시설,제2종근린생활시설,93.2,73.75,186.39,19661224,3,0,서울특별시 서대문구 냉천동 26번지
11410,10500,0,0027,0002,,,표제부,공동주택,공동주택(다세대주택),285.3,169.34,560.64,20180209,5,0,서울특별시 서대문구 냉천동 27-2번지
11410,10500,0,0027,0004,,,표제부,공동주택,"공동주택,다세대주택",333.4,171.9,650.9,20031222,5,0,서울특별시 서대문구 냉천동 27-4번지
11410,10500,0,0027,0006,,,일반건축물,제2종근린생활시설,근린생활시설,283.9,164.96,931.02,19790831,5,1,서울특별시 서대문구 냉천동 27-6번지
11410,10500,0,0027,0012,,,일반건축물,단독주택,주택,0,0,29.75,,1,0,서울특별시 서대문구 냉천동 27-12번지
11410,10500,0,0030,0002,,,일반건축물,단독주택,주택,0,0,26.45,19390501,1,0,서울특별시 서대문구 냉천동 30-2번지
11410,10500,0,0031,0000,주차장,,일반건축물,교육연구시설,"교육연구및복지시설,학교",24440.3,244.9,4824.7,20050420,1,2,서울특별시 서대문구 냉천동 31번지
11410,10500,0,0031,0000,김용옥학장기념관(학생회관),,일반건축물,교육연구시설,교육연구시설,0,0,1764.04,19810810,4,1,서울특별시 서대문구 냉천동 31번지
11410,10500,0,0031,0000,장천생활관,,일반건축물,교육연구시설,교육연구및복지시설,0,1024.3,5431.39,20050218,7,2,서울특별시 서대문구 냉천동 31번지
11410,10500,0,0031,0000,학보사및방송국,,일반건축물,교육연구시설,교육연구시설(대학교),0,0,357.03,19561107,2,1,서울특별시 서대문구 냉천동 31번지
11410,10500,0,0031,0000,종합관(생활관),,일반건축물,교육연구시설,교육연구시설(대학교),0,0,5546.46,19821030,5,1,서울특별시 서대문구 냉천동 31번지
11410,10500,0,0031,0000,백주년기념관,,일반건축물,교육연구시설,교육연구시설,0,1305.93,10024.09,19990323,7,3,서울특별시 서대문구 냉천동 31번지
11410,10500,0,0031,0000,,,일반건축물,단독주택,주택,0,0,231.41,19400430,2,0,서울특별시 서대문구 냉천동 31번지
11410,10500,0,0031,0000,청암기념관(대학원),,일반건축물,교육연구시설,교육연구시설(대학원),0,0,1499.41,19601020,3,1,서울특별시 서대문구 냉천동 31번지
