sigunguCd,bjdongCd,platGbCd,bun,ji,bldNm,splotNm,regstrKindCdNm,mainPurpsCdNm,etcPurps,platArea,archArea,totArea,useAprDay,grndFlrCnt,ugrndFlrCnt,platPlc
11110,10500,0,0009,0001,,,일반건축물,단독주택,주택,0,0,29.42,,1,0,서울특별시 종로구 창성동 9-1번지
11110,10500,0,0010,0000,,,일반건축물,단독주택,주택,0,0,46.28,,1,0,서울특별시 종로구 창성동 10번지
11110,10500,0,0012,0003,,,일반건축물,단독주택,주택,0,0,31.4,,1,0,서울특별시 종로구 창성동 12-3번지
11110,10500,0,0017,0001,온지음,,일반건축물,제2종근린생활시설,제2종근린생활시설,483.87,277.25,1286.82,20050426,4,2,서울특별시 종로구 창성동 17-1번지
11110,10500,0,0019,0000,,,일반건축물,단독주택,주택,0,0,42.98,19360908,1,1,서울특별시 종로구 창성동 19번지
11110,10500,0,0019,0002,,,일반건축물,창고시설,창고,120.3,71.61,71.61,19980506,1,0,서울특별시 종로구 창성동 19-2번지
11110,10500,0,0021,0001,씨티하우스2차,,표제부,공동주택,연립주택,787.43,391.66,2010.34,20011116,4,1,서울특별시 종로구 창성동 21-1번지
11110,10500,0,0021,0007,,,일반건축물,단독주택,주택,0,0,69.42,,1,0,서울특별시 종로구 창성동 21-7번지
11110,10500,0,0021,0007,,,표제부,공동주택,공동주택(다세대주택),139.57,77.31,267.95,20020730,4,0,서울특별시 종로구 창성동 21-7번지
11110,10500,0,0021,0010,,,일반건축물,제2종근린생활시설,제2종근린생활시설(사무소),118.2,67.53,296.73,20090220,4,1,서울특별시 종로구 창성동 21-10번지
11110,10500,0,0021,0019,,,일반건축물,단독주택,다가구용단독주택(19가구),502.27,246.76,654.78,19970415,3,1,서울특별시 종로구 창성동 21-19번지
11110,10500,0,0035,0000,,,일반건축물,제1종근린생활시설,소매점,0,24.6,24.6,19610528,1,0,서울특별시 종로구 창성동 35번지
11110,10500,0,0035,0000,,,일반건축물,제1종근린생활시설,소매점,143.2,81.16,255.87,19660729,3,1,서울특별시 종로구 창성동 35번지
11110,10500,0,0038,0000,,,일반건축물,단독주택,주택,0,0,128.19,19730521,2,1,서울특별시 종로구 창성동 38번지
11110,10500,0,0039,0002,,,표제부,공동주택,다세대주택,324.54,175.35,817.83,20010808,4,1,서울특별시 종로구 창성동 39-2번지
11110,10500,0,0040,0000,,,일반건축물,단독주택,"다가구용단독주택(8가구),제2종근린생활시설",261.7,156.87,539.91,19970520,3,1,서울특별시 종로구 창성동 40번지
11110,10500,0,0042,0001,,,일반건축물,단독주택,주택,0,0,69.42,19571215,2,0,서울특별시 종로구 창성동 42-1번지
11110,10500,0,0042,0002,,,일반건축물,단독주택,주택,0,0,54.88,19570312,1,0,서울특별시 종로구 창성동 42-2번지
11110,10500,0,0043,0005,,,일반건축물,단독주택,다가구용단독주택,281.61,167.8,560.08,19990427,3,1,서울특별시 종로구 창성동 43-5번지
