sigunguCd,bjdongCd,platGbCd,bun,ji,bldNm,splotNm,regstrKindCdNm,mainPurpsCdNm,etcPurps,platArea,archArea,totArea,useAprDay,grndFlrCnt,ugrndFlrCnt,platPlc
11110,10900,0,0001,0001,이원명가,,표제부,공동주택,다세대주택,178.2,124.69,631.35,20010803,4,1,서울특별시 종로구 누상동 1-1번지
11110,10900,0,0001,0004,경복아트빌3,,표제부,공동주택,"공동주택,다세대주택",155.2,104.83,488.22,20040809,4,1,서울특별시 종로구 누상동 1-4번지
11110,10900,0,0002,0003,,,표제부,공동주택,다세대주택(세대),208.1,117.7,453.16,19970109,4,1,서울특별시 종로구 누상동 2-3번지
11110,10900,0,0003,0001,,,표제부,공동주택,다세대주택,126.9,75.96,276.06,19970821,3,1,서울특별시 종로구 누상동 3-1번지
11110,10900,0,0004,0000,,,일반건축물,단독주택,주택,0,0,18.48,,1,0,서울특별시 종로구 누상동 4번지
11110,10900,0,0004,0002,,,일반건축물,제2종근린생활시설,제2종근린생활시설(일반음식점),0,0,19.83,,1,0,서울특별시 종로구 누상동 4-2번지
11110,10900,0,0005,0002,이원명가,,표제부,공동주택,다세대주택,191.8,134.06,651.44,20001129,4,1,서울특별시 종로구 누상동 5-2번지
11110,10900,0,0006,0000,,,일반건축물,단독주택,주택,0,0,15.27,,1,0,서울특별시 종로구 누상동 6번지
11110,10900,0,0006,0000,,,일반건축물,단독주택,주택,0,0,11.57,,1,0,서울특별시 종로구 누상동 6번지
11110,10900,0,0008,0002,,,표제부,공동주택,"근린생활시설(소매점), 다세대 주택(3세대)",79.5,53.89,266.35,19960930,4,1,서울특별시 종로구 누상동 8-2번지
11110,10900,0,0009,0000,,,일반건축물,단독주택,주택,0,0,161.43,19890620,2,1,서울특별시 종로구 누상동 9번지
11110,10900,0,0010,0000,웰빙하우스,,표제부,공동주택,"공동주택,다세대주택",196.7,137.55,629.91,20050624,4,1,서울특별시 종로구 누상동 10번지
11110,10900,0,0011,0000,,,일반건축물,단독주택,주택,0,0,196.35,,2,1,서울특별시 종로구 누상동 11번지
11110,10900,0,0011,0002,,,일반건축물,단독주택,단독주택,76,88.16,88.16,20010824,2,0,서울특별시 종로구 누상동 11-2번지
11110,10900,0,0011,0003,신덕빌라,,표제부,공동주택,연립주택,374.5,212.85,968.58,19980831,4,1,서울특별시 종로구 누상동 11-3번지
11110,10900,0,0011,0006,,,일반건축물,단독주택,다가구주택,71,42.26,84.52,20010926,2,0,서울특별시 종로구 누상동 11-6번지
11110,10900,0,0011,0008,,,일반건축물,단독주택,주택,0,0,51.41,19661123,2,0,서울특별시 종로구 누상동 11-8번지
11110,10900,0,0011,0014,,,일반건축물,단독주택,"다가구주택(4가구), 근린생활시설, 주차장",69.4,44.51,230.43,19970131,5,1,서울특별시 종로구 누상동 11-14번지
11110,10900,0,0012,0000,,,표제부,공동주택,공동주택,151.02,95.38,435.8,20040227,4,1,서울특별시 종로구 누상동 12번지
11110,10900,0,0012,0004,,,일반건축물,단독주택,주택,0,0,110.77,,2,0,서울특별시 종로구 누상동 12-4번지
11110,10900,0,0013,0000,,,일반건축물,단독주택,주택,0,0,50.91,19651205,1,0,서울특별시 종로구 누상동 13번지
11110,10900,0,0014,0000,,,표제부,공동주택,공동주택(연립주택),511.42,334.76,1625.27,20030709,4,1,서울특별시 종로구 누상동 14번지
11110,10900,0,0016,0003,,,일반건축물,단독주택,주택,0,0,18.55,,1,0,서울특별시 종로구 누상동 16-3번지
11110,10900,0,0017,0000,,,표제부,공동주택,"근린생활시설, 다세대주택(4세대)",145.4,82.39,442.04,19970716,5,1,서울특별시 종로구 누상동 17번지
11110,10900,0,0018,0000,,,일반건축물,단독주택,주택,0,0,102.05,19661207,2,1,서울특별시 종로구 누상동 18번지
11110,10900,0,0019,0000,,,일반건축물,단독주택,다가구용단독주택(4가구),110.61,66.32,248.6,19950719,3,1,서울특별시 종로구 누상동 19번지
11110,10900,0,0020,0000,,,일반건축물,단독주택,다가구용단독주택(7가구),118.92,70.92,253.05,19950721,3,1,서울특별시 종로구 누상동 20번지
11110,10900,0,0021,0000,,,일반건축물,단독주택,주택,0,0,15.27,,1,0,서울특별시 종로구 누상동 21번지
11110,10900,0,0021,0001,,,일반건축물,단독주택,주택,173.56,0,248.67,19900807,2,1,서울특별시 종로구 누상동 21-1번지
11110,10900,0,0023,0000,,,표제부,공동주택,다세대주택(5세대),76,45.27,226.35,19960530,4,1,서울특별시 종로구 누상동 23번지
11110,10900,0,0024,0000,,,표제부,공동주택,다세대주택(5세대),72.09,48.06,240.3,19960716,4,1,서울특별시 종로구 누상동 24번지
11110,10900,0,0025,0000,,,일반건축물,제2종근린생활시설,"제2종근린생활시설,단독주택",85.9,42.04,122.04,20180904,3,0,서울특별시 종로구 누상동 25번지
11110,10900,0,0027,0000,,,표제부,공동주택,"다세대주택(3세대), 근린생활시설(일반음식점)",55.63,38.97,155.88,19981124,4,0,서울특별시 종로구 누상동 27번지
11110,10900,0,0028,0001,,,일반건축물,단독주택,"주택, 계단실, 보이러실, 창고",0,0,116.35,19750226,2,1,서울특별시 종로구 누상동 28-1번지
11110,10900,0,0028,0002,,,일반건축물,단독주택,주택,0,0,116.27,19671011,2,1,서울특별시 종로구 누상동 28-2번지
11110,10900,0,0029,0001,갤러리291,,일반건축물,단독주택,단독주택,266.8,158.52,524.74,20141103,5,0,서울특별시 종로구 누상동 29-1번지
11110,10900,0,0029,0003,,,일반건축물,단독주택,단독주택,163.7,98.05,418.42,20150714,4,1,서울특별시 종로구 누상동 29-3번지
11110,10900,0,0029,0004,,,일반건축물,단독주택,단독주택,162,0,228.33,19910425,2,1,서울특별시 종로구 누상동 29-4번지
11110,10900,0,0029,0007,,,일반건축물,단독주택,주택,0,0,33.06,,2,0,서울특별시 종로구 누상동 29-7번지
11110,10900,0,0029,0007,해동빌라,,표제부,공동주택,연립주택,238,165.63,990.84,20000517,4,2,서울특별시 종로구 누상동 29-7번지
11110,10900,0,0029,0008,,,표제부,공동주택,다세대주택,212.5,147.74,777.28,20070326,4,2,서울특별시 종로구 누상동 29-8번지
11110,10900,0,0029,0009,,,일반건축물,단독주택,주택,0,0,66.11,,2,0,서울특별시 종로구 누상동 29-9번지
11110,10900,0,0029,0010,,,표제부,공동주택,다세대주택(4세대),165.52,80.2,280.92,19951017,3,1,서울특별시 종로구 누상동 29-10번지
11110,10900,0,0029,0018,,,표제부,공동주택,공동주택(다세대주택),200.7,140.27,690.28,20031204,4,1,서울특별시 종로구 누상동 29-18번지
11110,10900,0,0029,0021,,,일반건축물,단독주택,주택,0,0,83.61,,2,1,서울특별시 종로구 누상동 29-21번지
11110,10900,0,0029,0023,,,표제부,공동주택,다세대주택,224.8,133.72,650.78,19980108,3,2,서울특별시 종로구 누상동 29-23번지
11110,10900,0,0029,0027,,,일반건축물,단독주택,주택,0,0,6.61,,1,0,서울특별시 종로구 누상동 29-27번지
11110,10900,0,0030,0001,,,표제부,공동주택,다세대주택,293.4,174.86,824.28,20010411,4,1,서울특별시 종로구 누상동 30-1번지
11110,10900,0,0030,0005,,,표제부,공동주택,공동주택,294.3,159.48,721.24,20131011,5,1,서울특별시 종로구 누상동 30-5번지
11110,10900,0,0031,0001,창원예가2,,표제부,공동주택,"공동주택,다세대주택",160,111.28,527.69,20040310,4,1,서울특별시 종로구 누상동 31-1번지
11110,10900,0,0031,0001,,,일반건축물,단독주택,주택,0,0,15.87,19930620,1,0,서울특별시 종로구 누상동 31-1번지
11110,10900,0,0032,0001,,,일반건축물,제1종근린생활시설,제1종근린생활시설,119.8,68.99,180,19910926,2,1,서울특별시 종로구 누상동 32-1번지
11110,10900,0,0032,0002,,,일반건축물,제2종근린생활시설,부동산중개사무소,0,0,26.45,,1,0,서울특별시 종로구 누상동 32-2번지
11110,10900,0,0033,0001,,,표제부,공동주택,공동주택(다세대주택),282.3,186.9,844.5,20021203,4,1,서울특별시 종로구 누상동 33-1번지
11110,10900,0,0036,0001,,,일반건축물,단독주택,주택,0,0,52.89,,1,0,서울특별시 종로구 누상동 36-1번지
11110,10900,0,0036,0002,,,일반건축물,단독주택,주택,0,0,62.81,,1,0,서울특별시 종로구 누상동 36-2번지
11110,10900,0,0036,0003,,,표제부,공동주택,연립주택,308.5,200.43,999.35,20010319,4,1,서울특별시 종로구 누상동 36-3번지
11110,10900,0,0037,0000,,,표제부,공동주택,다세대주택,82.4,48.05,141.75,20010403,3,0,서울특별시 종로구 누상동 37번지
11110,10900,0,0040,0000,,,표제부,공동주택,아파트,97.9,70.91,393.2,19990415,6,1,서울특별시 종로구 누상동 40번지
11110,10900,0,0041,0000,,,일반건축물,제2종근린생활시설,제1종근린생활시설,45.5,27.05,81.15,20130315,4,0,서울특별시 종로구 누상동 41번지
11110,10900,0,0042,0000,,,표제부,공동주택,공동주택(연립주택),517.6,351.82,1747.01,20031205,4,1,서울특별시 종로구 누상동 42번지
11110,10900,0,0048,0000,,,일반건축물,단독주택,단독주택,98.7,54.97,96.64,,2,0,서울특별시 종로구 누상동 48번지
11110,10900,0,0049,0000,,,일반건축물,제2종근린생활시설,제2종근린생활시설(일반음식점),74.8,39.67,72.73,,2,1,서울특별시 종로구 누상동 49번지
11110,10900,0,0050,0000,,,일반건축물,제2종근린생활시설,제2종근린생활시설(일반음식점),48,26.46,26.46,20140620,1,0,서울특별시 종로구 누상동 50번지
11110,10900,0,0052,0000,,,일반건축물,제1종근린생활시설,"주택, 근린생활시설",0,0,52.89,,2,0,서울특별시 종로구 누상동 52번지
11110,10900,0,0052,0002,,,일반건축물,제1종근린생활시설,주택,0,0,149.69,,2,1,서울특별시 종로구 누상동 52-2번지
11110,10900,0,0053,0001,누상빌딩,,표제부,공동주택,"다세대주택(8세대), 근린생활시설(소매점)",184.2,104.22,615.96,19960904,5,1,서울특별시 종로구 누상동 53-1번지
11110,10900,0,0054,0001,,,일반건축물,제2종근린생활시설,사무실,0,0,224,,3,1,서울특별시 종로구 누상동 54-1번지
11110,10900,0,0055,0000,,,일반건축물,단독주택,"근린생활시설 , 주택",0,0,198.04,19900125,3,1,서울특별시 종로구 누상동 55번지
11110,10900,0,0055,0003,,,표제부,공동주택,"다세대주택(4세대), 근린생활시설(소매점)",101,60.59,302.95,19970127,5,0,서울특별시 종로구 누상동 55-3번지
11110,10900,0,0056,0000,,,일반건축물,단독주택,주택,0,0,49.59,,1,0,서울특별시 종로구 누상동 56번지
11110,10900,0,0056,0000,,,표제부,공동주택,다세대주택,119.8,77.38,354.65,20000918,4,1,서울특별시 종로구 누상동 56번지
11110,10900,0,0059,0000,,,표제부,공동주택,공동주택,208.56,136.71,660.26,20030319,4,1,서울특별시 종로구 누상동 59번지
11110,10900,0,0060,0001,,,표제부,공동주택,다세대주택(5세대),109.09,65.11,324.57,19961210,4,1,서울특별시 종로구 누상동 60-1번지
11110,10900,0,0061,0000,,,일반건축물,단독주택,주택,0,0,50.38,19611101,1,0,서울특별시 종로구 누상동 61번지
11110,10900,0,0062,0000,,,일반건축물,단독주택,다가구주택(6가구),150.55,150.55,272.34,19950707,3,1,서울특별시 종로구 누상동 62번지
11110,10900,0,0064,0000,,,일반건축물,단독주택,다가구주택,65.3,42.3,158.18,20010425,2,1,서울특별시 종로구 누상동 64번지
11110,10900,0,0065,0000,단독주택,,일반건축물,단독주택,단독주택,57.8,34.55,49.52,20090112,2,0,서울특별시 종로구 누상동 65번지
11110,10900,0,0066,0000,,,일반건축물,단독주택,다가구주택,41.4,26.75,74.33,20010627,3,0,서울특별시 종로구 누상동 66번지
11110,10900,0,0067,0000,,,표제부,공동주택,공동주택(다세대주택),225.35,156.63,787.25,20040706,4,1,서울특별시 종로구 누상동 67번지
11110,10900,0,0069,0000,,,일반건축물,단독주택,다가구용단독주택(3가구),73.96,0,131.34,19911224,2,1,서울특별시 종로구 누상동 69번지
11110,10900,0,0070,0000,영 하임,,표제부,공동주택,다세대주택,103.9,72.62,349.58,20001222,4,1,서울특별시 종로구 누상동 70번지
11110,10900,0,0071,0001,,,표제부,공동주택,다세대주택,115.8,77.45,354.51,20001222,4,1,서울특별시 종로구 누상동 71-1번지
11110,10900,0,0072,0000,,,일반건축물,단독주택,주택,0,0,74.04,19810107,2,1,서울특별시 종로구 누상동 72번지
11110,10900,0,0073,0000,,,일반건축물,단독주택,주택,0,0,44.72,19631129,1,0,서울특별시 종로구 누상동 73번지
11110,10900,0,0074,0000,,,표제부,공동주택,연립주택,249.8,173.91,847.91,20001020,4,1,서울특별시 종로구 누상동 74번지
11110,10900,0,0077,0000,,,일반건축물,단독주택,단독주택,91.8,63.76,63.76,20050922,1,0,서울특별시 종로구 누상동 77번지
11110,10900,0,0079,0001,,,표제부,공동주택,다세대주택,79.4,55.56,321.71,20000714,5,1,서울특별시 종로구 누상동 79-1번지
11110,10900,0,0080,0000,,,일반건축물,단독주택,주택,0,0,26.45,,1,0,서울특별시 종로구 누상동 80번지
11110,10900,0,0080,0000,,,표제부,공동주택,공동주택(다세대주택),187.9,131.44,652.08,20020910,4,1,서울특별시 종로구 누상동 80번지
11110,10900,0,0081,0000,,,일반건축물,단독주택,주택,0,0,36.99,,1,0,서울특별시 종로구 누상동 81번지
11110,10900,0,0083,0001,,,표제부,공동주택,다세대주택,108.8,68.95,342.6,20010604,4,1,서울특별시 종로구 누상동 83-1번지
11110,10900,0,0083,0002,,,표제부,공동주택,공동주택(다세대주택),100.1,68.54,342.7,20021112,4,1,서울특별시 종로구 누상동 83-2번지
11110,10900,0,0083,0004,,,표제부,공동주택,다세대주택,131.9,74.28,355.65,20010521,4,1,서울특별시 종로구 누상동 83-4번지
11110,10900,0,0085,0001,서촌예가(西村禮家),,표제부,공동주택,공동주택,111.2,77.6,356.5,20030221,4,1,서울특별시 종로구 누상동 85-1번지
11110,10900,0,0086,0000,,,일반건축물,단독주택,"주택, 물치장",0,0,62.61,19640701,1,0,서울특별시 종로구 누상동 86번지
11110,10900,0,0087,0000,,,표제부,공동주택,연립주택,295.6,190.18,916.4,20010924,4,1,서울특별시 종로구 누상동 87번지
11110,10900,0,0088,0001,,,일반건축물,단독주택,단독주택,62.8,35.04,59.97,20000403,2,0,서울특별시 종로구 누상동 88-1번지
11110,10900,0,0089,0000,,,표제부,공동주택,공동주택(다세대주택),81.7,64.14,298.86,20030529,4,1,서울특별시 종로구 누상동 89번지
11110,10900,0,0091,0000,창원예가,,표제부,공동주택,다세대주택,278.2,170.85,657.16,20020329,4,1,서울특별시 종로구 누상동 91번지
11110,10900,0,0093,0000,,,일반건축물,단독주택,단독주택,62.6,36.61,124.55,20180119,4,0,서울특별시 종로구 누상동 93번지
11110,10900,0,0094,0000,,,일반건축물,단독주택,단독주택,36.1,21.4,64.2,20180323,3,0,서울특별시 종로구 누상동 94번지
11110,10900,0,0095,0000,,,일반건축물,제2종근린생활시설,일반음식점,111.2,66.45,163.98,20100723,3,1,서울특별시 종로구 누상동 95번지
11110,10900,0,0096,0001,,,일반건축물,단독주택,주택,0,0,22.41,,1,0,서울특별시 종로구 누상동 96-1번지
11110,10900,0,0096,0002,,,표제부,공동주택,"공동주택,다세대주택",209.2,137.67,650.34,20030924,4,1,서울특별시 종로구 누상동 96-2번지
11110,10900,0,0097,0007,경복아트,,일반건축물,단독주택,다가구주택,114.3,72.81,298.69,20140707,5,0,서울특별시 종로구 누상동 97-7번지
11110,10900,0,0097,0009,,,표제부,공동주택,공동주택(다세대주택),148.4,90.88,328.67,20020828,4,0,서울특별시 종로구 누상동 97-9번지
11110,10900,0,0098,0002,,,일반건축물,단독주택,주택,0,0,16.53,,1,0,서울특별시 종로구 누상동 98-2번지
11110,10900,0,0098,0002,,,일반건축물,단독주택,주택,0,0,16.53,,1,0,서울특별시 종로구 누상동 98-2번지
11110,10900,0,0099,0000,,,표제부,공동주택,공동주택(다세대주택),95,64.93,243.72,20020910,4,0,서울특별시 종로구 누상동 99번지
11110,10900,0,0100,0001,,,표제부,공동주택,다세대주택,163,116.93,587.55,20011128,4,1,서울특별시 종로구 누상동 100-1번지
11110,10900,0,0102,0000,,,일반건축물,단독주택,주택,0,0,132.96,,2,1,서울특별시 종로구 누상동 102번지
11110,10900,0,0103,0000,,,일반건축물,단독주택,주택,0,0,90.25,19661120,2,1,서울특별시 종로구 누상동 103번지
11110,10900,0,0104,0000,,,일반건축물,단독주택,주택,0,0,86.01,,2,0,서울특별시 종로구 누상동 104번지
11110,10900,0,0107,0000,,,표제부,공동주택,다세대주택,234,132.6,655.3,20011128,4,1,서울특별시 종로구 누상동 107번지
11110,10900,0,0109,0000,세유빌라,,표제부,공동주택,다세대주택,112.4,67.22,331.22,20000824,4,1,서울특별시 종로구 누상동 109번지
11110,10900,0,0111,0000,,,표제부,공동주택,연립주택,237.4,165.97,829.85,20000929,4,1,서울특별시 종로구 누상동 111번지
11110,10900,0,0112,0001,,,표제부,공동주택,다세대주택,136.7,95.42,437.43,20010824,4,1,서울특별시 종로구 누상동 112-1번지
11110,10900,0,0113,0001,,,표제부,공동주택,다세대주택,178.2,124.64,562.81,20020402,4,1,서울특별시 종로구 누상동 113-1번지
11110,10900,0,0114,0002,,,표제부,공동주택,다세대주택,216.9,140.28,659.96,20011211,4,1,서울특별시 종로구 누상동 114-2번지
11110,10900,0,0114,0003,,,일반건축물,단독주택,주택,0,0,30.38,,1,0,서울특별시 종로구 누상동 114-3번지
11110,10900,0,0115,0000,,,표제부,공동주택,다세대주택,53.1,30.92,154.6,20001207,5,0,서울특별시 종로구 누상동 115번지
11110,10900,0,0116,0000,,,표제부,공동주택,다세대주택,179.38,122.87,613.75,20001130,4,1,서울특별시 종로구 누상동 116번지
11110,10900,0,0119,0000,,,표제부,공동주택,공동주택(다세대주택),110.2,77.14,365.89,20040601,4,1,서울특별시 종로구 누상동 119번지
11110,10900,0,0120,0000,,,일반건축물,단독주택,주택,0,13.22,13.22,,1,0,서울특별시 종로구 누상동 120번지
11110,10900,0,0120,0003,,,표제부,공동주택,연립주택,383.6,262.65,1332.25,20000517,4,1,서울특별시 종로구 누상동 120-3번지
