sigunguCd,bjdongCd,platGbCd,bun,ji,bldNm,splotNm,regstrKindCdNm,mainPurpsCdNm,etcPurps,platArea,archArea,totArea,useAprDay,grndFlrCnt,ugrndFlrCnt,platPlc
11230,10500,0,0001,0000,,,일반건축물,단독주택,주택,0,0,25.45,19460510,1,0,서울특별시 동대문구 답십리동 1번지
11230,10500,0,0001,0000,,,일반건축물,단독주택,주택,0,0,37.69,19450510,1,0,서울특별시 동대문구 답십리동 1번지
11230,10500,0,0001,0004,두리아트빌(B동),,표제부,공동주택,공동주택(다세대주택),608,165.45,659.71,20030113,5,0,서울특별시 동대문구 답십리동 1-4번지
11230,10500,0,0001,0004,두리아트빌(A동),,표제부,공동주택,공동주택(다세대주택),608,167.23,640.6,20030113,5,0,서울특별시 동대문구 답십리동 1-4번지
11230,10500,0,0001,0006,,,일반건축물,단독주택,다가구용단독주택(7가구),280.22,146.95,486.02,19950525,3,1,서울특별시 동대문구 답십리동 1-6번지
11230,10500,0,0001,0026,,,일반건축물,단독주택,"근린생활시설, 주택",182.7,109.54,494.76,19961119,4,1,서울특별시 동대문구 답십리동 1-26번지
11230,10500,0,0001,0028,,,일반건축물,제1종근린생활시설,근린생활시설,59,0,31.93,19830722,1,0,서울특별시 동대문구 답십리동 1-28번지
11230,10500,0,0001,0031,,,일반건축물,단독주택,주택,65,0,48.38,19850629,1,0,서울특별시 동대문구 답십리동 1-31번지
11230,10500,0,0001,0040,,,일반건축물,제1종근린생활시설,근린생활시설,0,0,55.17,19630702,1,0,서울특별시 동대문구 답십리동 1-40번지
11230,10500,0,0001,0044,,,일반건축물,제2종근린생활시설,작업장,39,0,37.8,19850629,1,0,서울특별시 동대문구 답십리동 1-44번지
11230,10500,0,0001,0045,,,일반건축물,제2종근린생활시설,제2종근린생활시설 외1,0,0,596.98,19851223,3,1,서울특별시 동대문구 답십리동 1-45번지
11230,10500,0,0001,0047,,,일반건축물,제1종근린생활시설,"근린생활시설, 주택",303,0,609.22,19850508,3,1,서울특별시 동대문구 답십리동 1-47번지
11230,10500,0,0001,0049,,,일반건축물,제2종근린생활시설,"근린생활시설, 단독주택",331.4,196.49,914.7,19801124,4,1,서울특별시 동대문구 답십리동 1-49번지
11230,10500,0,0001,0052,,,일반건축물,제2종근린생활시설,근린생활시설 외2,446,209.39,1131.94,19800908,5,1,서울특별시 동대문구 답십리동 1-52번지
11230,10500,0,0001,0064,,,일반건축물,제1종근린생활시설,점포,0,0,59.4,19850629,1,0,서울특별시 동대문구 답십리동 1-64번지
11230,10500,0,0001,0090,,,일반건축물,제2종근린생활시설,제2종근린생활시설 외2,340.5,166.94,781.34,20110704,5,0,서울특별시 동대문구 답십리동 1-90번지
11230,10500,0,0001,0091,,,일반건축물,단독주택,"근린생활시설, 주택",124,72.72,299.88,19980511,4,1,서울특별시 동대문구 답십리동 1-91번지
11230,10500,0,0001,0098,,,일반건축물,제2종근린생활시설,"주택, 점포",0,0,158.45,19760424,2,1,서울특별시 동대문구 답십리동 1-98번지
