sigunguCd,bjdongCd,platGbCd,bun,ji,bldNm,splotNm,regstrKindCdNm,mainPurpsCdNm,etcPurps,platArea,archArea,totArea,useAprDay,grndFlrCnt,ugrndFlrCnt,platPlc
11380,11000,0,0001,0002,,,일반건축물,단독주택,다가구용 단독주택 (5가구),208.34,123.11,330.63,19960829,2,1,서울특별시 은평구 증산동 1-2번지
11380,11000,0,0001,0003,,,일반건축물,단독주택,다가구용 단독주택 (5가구),0,0,218.89,19911205,2,1,서울특별시 은평구 증산동 1-3번지
11380,11000,0,0001,0004,,,일반건축물,단독주택,주택,0,0,170.02,19710617,2,1,서울특별시 은평구 증산동 1-4번지
11380,11000,0,0001,0007,,,일반건축물,단독주택,주택,0,0,234.36,19830421,2,1,서울특별시 은평구 증산동 1-7번지
11380,11000,0,0001,0017,,,일반건축물,단독주택,주택,0,0,212.56,19880929,2,1,서울특별시 은평구 증산동 1-17번지
11380,11000,0,0001,0018,,.,일반건축물,단독주택,다가구용 단독주택 (5가구),0,0,199.44,19911115,2,1,서울특별시 은평구 증산동 1-18번지
11380,11000,0,0001,0019,,,표제부,공동주택,연립주택(17세대),531.23,288.76,1394.12,19940913,4,1,서울특별시 은평구 증산동 1-19번지
11380,11000,0,0001,0021,,,일반건축물,제2종근린생활시설,제2종근린생활시설(종교집회장),324,84.87,163.81,19681014,2,1,서울특별시 은평구 증산동 1-21번지
11380,11000,0,0001,0021,,,일반건축물,제2종근린생활시설,제2종근린생활시설(종교집회장),0,0,4.41,20010822,1,0,서울특별시 은평구 증산동 1-21번지
11380,11000,0,0001,0022,,,일반건축물,단독주택,다가구 단독주택 (6가구),0,0,217.77,19901204,2,1,서울특별시 은평구 증산동 1-22번지
11380,11000,0,0001,0023,,,일반건축물,단독주택,주택,0,0,79.64,19730818,1,1,서울특별시 은평구 증산동 1-23번지
11380,11000,0,0001,0025,,,일반건축물,단독주택,다가구용 단독주택 (4가구),0,0,155.58,19901019,2,1,서울특별시 은평구 증산동 1-25번지
11380,11000,0,0001,0027,,,일반건축물,단독주택,다가구용 단독주택 (5가구),0,0,167.04,19910607,2,1,서울특별시 은평구 증산동 1-27번지
11380,11000,0,0001,0029,,,일반건축물,단독주택,다가구용 단독주택 (4가구),101,60.34,179.89,19920318,2,1,서울특별시 은평구 증산동 1-29번지
11380,11000,0,0002,0002,,,표제부,공동주택,다세대주택(6세대),0,109.35,328.05,19910911,2,1,서울특별시 은평구 증산동 2-2번지
11380,11000,0,0002,0003,백년빌라,,표제부,공동주택,다세대주택(5세대),199,89.64,412.62,19930414,4,1,서울특별시 은평구 증산동 2-3번지
11380,11000,0,0002,0005,,,일반건축물,단독주택,주택,0,0,120,19771026,2,1,서울특별시 은평구 증산동 2-5번지
11380,11000,0,0002,0007,,,일반건축물,단독주택,"근린생활시설,주택",0,0,110.14,19720210,3,0,서울특별시 은평구 증산동 2-7번지
11380,11000,0,0002,0008,,,표제부,공동주택,다세대주택(5세대),275,129.03,612.05,19920115,4,1,서울특별시 은평구 증산동 2-8번지
11380,11000,0,0005,0000,,,일반건축물,단독주택,주택,0,0,69.42,,1,0,서울특별시 은평구 증산동 5번지
11380,11000,0,0011,0000,,,일반건축물,단독주택,주택,0,0,36.36,19450401,1,0,서울특별시 은평구 증산동 11번지
11380,11000,0,0066,0000,,,일반건축물,단독주택,주택,0,0,29.75,,1,0,서울특별시 은평구 증산동 66번지
11380,11000,0,0067,0000,,,일반건축물,단독주택,주택,0,0,33.06,,1,0,서울특별시 은평구 증산동 67번지
11380,11000,0,0068,0000,,,일반건축물,단독주택,주택,0,0,49.59,,1,0,서울특별시 은평구 증산동 68번지
11380,11000,0,0073,0000,,,일반건축물,단독주택,주택,0,0,33.06,,1,0,서울특별시 은평구 증산동 73번지
11380,11000,0,0073,0001,동산빌라,,표제부,공동주택,다세대주택(7세대),299,143.8,568.39,19990302,3,1,서울특별시 은평구 증산동 73-1번지
11380,11000,0,0073,0002,,,표제부,공동주택,다세대주택,110.93,65.79,272.76,20030421,5,0,서울특별시 은평구 증산동 73-2번지
11380,11000,0,0073,0003,,,일반건축물,단독주택,주택,0,0,39.67,,1,0,서울특별시 은평구 증산동 73-3번지
11380,11000,0,0073,0003,,,일반건축물,단독주택,주택,0,0,148.76,19810827,1,1,서울특별시 은평구 증산동 73-3번지
11380,11000,0,0073,0004,,,일반건축물,단독주택,주택,0,0,178.98,19881008,2,1,서울특별시 은평구 증산동 73-4번지
11380,11000,0,0073,0006,,,일반건축물,단독주택,단독주택,0,0,218.4,19900731,2,1,서울특별시 은평구 증산동 73-6번지
11380,11000,0,0073,0011,,,표제부,공동주택,연립주택,0,138.51,343.47,19810711,2,1,서울특별시 은평구 증산동 73-11번지
11380,11000,0,0073,0012,,,일반건축물,단독주택,주택,0,0,159.01,19791217,2,1,서울특별시 은평구 증산동 73-12번지
11380,11000,0,0073,0013,현대공원 빌라트,,표제부,공동주택,연립주택,462.56,276.86,1580.76,19980302,4,2,서울특별시 은평구 증산동 73-13번지
11380,11000,0,0073,0015,,,일반건축물,단독주택,단독주택,50,28.47,49.14,20041012,2,0,서울특별시 은평구 증산동 73-15번지
11380,11000,0,0073,0017,,,일반건축물,단독주택,주택,0,0,172.77,19881010,2,1,서울특별시 은평구 증산동 73-17번지
11380,11000,0,0075,0000,,,일반건축물,단독주택,주택,0,0,59.5,,1,0,서울특별시 은평구 증산동 75번지
11380,11000,0,0075,0000,,,일반건축물,단독주택,주택,0,0,23.14,,1,0,서울특별시 은평구 증산동 75번지
11380,11000,0,0075,0001,,,일반건축물,단독주택,주택,0,0,142.55,19780421,2,1,서울특별시 은평구 증산동 75-1번지
11380,11000,0,0075,0002,,,일반건축물,단독주택,주택,0,0,76.96,19761215,1,1,서울특별시 은평구 증산동 75-2번지
11380,11000,0,0075,0003,,,일반건축물,단독주택,주택,0,0,71.74,19761215,1,1,서울특별시 은평구 증산동 75-3번지
11380,11000,0,0075,0004,,,일반건축물,단독주택,주택,0,0,126.61,19780421,2,1,서울특별시 은평구 증산동 75-4번지
11380,11000,0,0076,0000,,,표제부,공동주택,주택,691.5,411.48,1796,19980414,4,1,서울특별시 은평구 증산동 76번지
11380,11000,0,0078,0000,,,일반건축물,단독주택,주택,0,0,79.34,,1,0,서울특별시 은평구 증산동 78번지
11380,11000,0,0079,0000,,,일반건축물,단독주택,주택,0,0,56.2,,1,0,서울특별시 은평구 증산동 79번지
11380,11000,0,0079,0000,,,일반건축물,단독주택,주택,0,0,23.14,,1,0,서울특별시 은평구 증산동 79번지
11380,11000,0,0079,0000,,,일반건축물,단독주택,주택,0,0,156.37,19781127,2,1,서울특별시 은평구 증산동 79번지
11380,11000,0,0079,0001,,,일반건축물,단독주택,주택,0,0,160.33,19780613,2,1,서울특별시 은평구 증산동 79-1번지
11380,11000,0,0080,0000,,,일반건축물,단독주택,주택,0,0,117.68,19821224,1,1,서울특별시 은평구 증산동 80번지
11380,11000,0,0080,0000,,,일반건축물,단독주택,주택,0,0,52.89,,1,0,서울특별시 은평구 증산동 80번지
11380,11000,0,0080,0000,,,일반건축물,단독주택,주택,0,0,117.68,19821223,1,1,서울특별시 은평구 증산동 80번지
11380,11000,0,0081,0001,,,일반건축물,단독주택,주택,0,0,37.69,19751025,1,0,서울특별시 은평구 증산동 81-1번지
11380,11000,0,0081,0002,,,일반건축물,단독주택,주택,0,0,45.82,19691120,1,0,서울특별시 은평구 증산동 81-2번지
11380,11000,0,0081,0003,,,일반건축물,단독주택,다가구용 단독주택 (5가구),92.18,55.1,165.3,19930506,2,1,서울특별시 은평구 증산동 81-3번지
11380,11000,0,0081,0004,,,일반건축물,단독주택,주택,0,0,45.82,19691120,1,0,서울특별시 은평구 증산동 81-4번지
11380,11000,0,0081,0013,,,일반건축물,단독주택,주택,0,0,81.32,19691120,1,0,서울특별시 은평구 증산동 81-13번지
11380,11000,0,0081,0014,,,일반건축물,단독주택,다가구용 단독주택 (3가구),103.58,55.12,143.01,19930622,3,0,서울특별시 은평구 증산동 81-14번지
