sigunguCd,bjdongCd,platGbCd,bun,ji,bldNm,splotNm,regstrKindCdNm,mainPurpsCdNm,etcPurps,platArea,archArea,totArea,useAprDay,grndFlrCnt,ugrndFlrCnt,platPlc
11170,12400,0,0005,0001,,,일반건축물,단독주택,주택,0,60.96,60.96,19570423,1,0,서울특별시 용산구 한강로1가 5-1번지
11170,12400,0,0005,0003,,,일반건축물,단독주택,주택,0,69.82,69.82,19580910,1,0,서울특별시 용산구 한강로1가 5-3번지
11170,12400,0,0006,0004,,,일반건축물,제2종근린생활시설,제2종근린생활시설,0,60.4,60.4,19690320,1,0,서울특별시 용산구 한강로1가 6-4번지
11170,12400,0,0007,0001,,,일반건축물,단독주택,주택,0,58.84,58.84,19590716,1,0,서울특별시 용산구 한강로1가 7-1번지
11170,12400,0,0008,0000,,,일반건축물,단독주택,제2종근린생활시설 및 주택,0,65.55,65.55,19590605,1,0,서울특별시 용산구 한강로1가 8번지
11170,12400,0,0008,0000,,,일반건축물,단독주택,주택,0,0,119.6,19640530,2,0,서울특별시 용산구 한강로1가 8번지
11170,12400,0,0009,0000,,,일반건축물,단독주택,주택,0,47.74,47.74,19591030,1,0,서울특별시 용산구 한강로1가 9번지
11170,12400,0,0009,0000,,,일반건축물,제2종근린생활시설,"근린생활시설,주택",0,36.96,36.96,,1,0,서울특별시 용산구 한강로1가 9번지
11170,12400,0,0010,0001,,,일반건축물,단독주택,주택,0,65.75,101.29,19401215,2,0,서울특별시 용산구 한강로1가 10-1번지
11170,12400,0,0010,0001,,,일반건축물,단독주택,주택,0,65.75,101.29,19561203,2,0,서울특별시 용산구 한강로1가 10-1번지
11170,12400,0,0010,0002,,,일반건축물,제2종근린생활시설,제2종근린생활시설외1,0,52.93,101.66,19561225,2,0,서울특별시 용산구 한강로1가 10-2번지
11170,12400,0,0010,0005,,,일반건축물,단독주택,주택,0,0,79.34,19401215,2,0,서울특별시 용산구 한강로1가 10-5번지
11170,12400,0,0010,0006,,,일반건축물,단독주택,주택,0,46.28,79.34,19540731,2,0,서울특별시 용산구 한강로1가 10-6번지
11170,12400,0,0010,0007,,,일반건축물,단독주택,주택,0,44.99,168.39,19720616,4,1,서울특별시 용산구 한강로1가 10-7번지
11170,12400,0,0010,0008,,,일반건축물,단독주택,주택,0,66.65,66.65,19850706,1,0,서울특별시 용산구 한강로1가 10-8번지
11170,12400,0,0010,0011,,,일반건축물,단독주택,주택,0,66.94,95.87,19630906,2,0,서울특별시 용산구 한강로1가 10-11번지
11170,12400,0,0010,0012,,,일반건축물,단독주택,주택,0,62.91,62.91,19611110,1,0,서울특별시 용산구 한강로1가 10-12번지
11170,12400,0,0011,0000,,,일반건축물,단독주택,주택,0,46.28,82.64,19461227,2,0,서울특별시 용산구 한강로1가 11번지
11170,12400,0,0011,0001,,,일반건축물,제2종근린생활시설,"제2종근린생활시설,단독주택",0,24.6,49.2,19550630,2,0,서울특별시 용산구 한강로1가 11-1번지
11170,12400,0,0011,0002,,,일반건축물,제1종근린생활시설,근린생활시설,0,15.98,36.92,19470217,2,0,서울특별시 용산구 한강로1가 11-2번지
11170,12400,0,0011,0003,,,일반건축물,제1종근린생활시설,근린생활시설,0,16.86,16.86,19600302,1,0,서울특별시 용산구 한강로1가 11-3번지
11170,12400,0,0011,0004,,,일반건축물,단독주택,"주택, 점포",0,6.02,6.02,19540901,1,0,서울특별시 용산구 한강로1가 11-4번지
11170,12400,0,0011,0005,,,일반건축물,제2종근린생활시설,제2종근린생활시설,0,22.84,22.84,19680901,1,0,서울특별시 용산구 한강로1가 11-5번지
11170,12400,0,0011,0006,,,일반건축물,단독주택,"주택, 점포",0,12.2,12.2,19711231,1,0,서울특별시 용산구 한강로1가 11-6번지
11170,12400,0,0011,0008,,,일반건축물,제1종근린생활시설,"영업용,제2종근린생활시설",0,28.94,47.14,19600901,2,0,서울특별시 용산구 한강로1가 11-8번지
11170,12400,0,0011,0009,,,일반건축물,제1종근린생활시설,점포,0,20.95,27.68,19590627,2,0,서울특별시 용산구 한강로1가 11-9번지
11170,12400,0,0011,0010,,,일반건축물,제2종근린생활시설,제2종근린생활시설 및 주택,27.9,27.9,55.8,19490220,2,0,서울특별시 용산구 한강로1가 11-10번지
11170,12400,0,0011,0011,,,일반건축물,제2종근린생활시설,2종근린생활시설,27.9,21.06,42.09,19490220,2,0,서울특별시 용산구 한강로1가 11-11번지
11170,12400,0,0011,0012,,,일반건축물,근린생활시설,영업,0,0,31.04,19490820,2,0,서울특별시 용산구 한강로1가 11-12번지
11170,12400,0,0013,0000,,,일반건축물,단독주택,주택,0,39.67,39.67,19591208,1,0,서울특별시 용산구 한강로1가 13번지
11170,12400,0,0013,0000,,,일반건축물,단독주택,주택,0,41.32,41.32,19591208,1,0,서울특별시 용산구 한강로1가 13번지
11170,12400,0,0013,0000,,,일반건축물,단독주택,주택,0,25.49,25.49,19551105,1,0,서울특별시 용산구 한강로1가 13번지
11170,12400,0,0013,0000,,,일반건축물,단독주택,주택,0,17.36,17.36,19551119,1,0,서울특별시 용산구 한강로1가 13번지
11170,12400,0,0013,0000,,,일반건축물,단독주택,주택,0,48.46,48.46,19550713,1,0,서울특별시 용산구 한강로1가 13번지
11170,12400,0,0013,0001,,,일반건축물,제2종근린생활시설,제2종근린생활시설,0,91.8,169.72,19580802,2,0,서울특별시 용산구 한강로1가 13-1번지
11170,12400,0,0013,0002,,,일반건축물,제2종근린생활시설,제2종근린생활시설,0,31.97,89.73,19631125,3,0,서울특별시 용산구 한강로1가 13-2번지
11170,12400,0,0013,0003,,,일반건축물,단독주택,"주택, 점포",0,58.14,97.92,19631125,2,0,서울특별시 용산구 한강로1가 13-3번지
11170,12400,0,0013,0004,한강로1가 13-4 제2종근린생활시설 (박서빈),,일반건축물,제2종근린생활시설,제2종근린생활시설,66.4,49.19,93.16,19631125,2,0,서울특별시 용산구 한강로1가 13-4번지
11170,12400,0,0013,0005,,,일반건축물,단독주택,주택,0,48.46,48.46,19760416,1,0,서울특별시 용산구 한강로1가 13-5번지
11170,12400,0,0013,0007,,,일반건축물,단독주택,주택,0,0,68.7,19550613,2,0,서울특별시 용산구 한강로1가 13-7번지
11170,12400,0,0013,0009,,,일반건축물,제2종근린생활시설,제2종근린생활시설,0,256.9,256.9,19611001,1,0,서울특별시 용산구 한강로1가 13-9번지
11170,12400,0,0013,0010,,,일반건축물,제2종근린생활시설,제2종근린생활시설,0,38.18,38.18,19591218,1,0,서울특별시 용산구 한강로1가 13-10번지
11170,12400,0,0013,0011,,,일반건축물,제2종근린생활시설,제2종근린생활시설,99.2,0,91.35,19591208,2,0,서울특별시 용산구 한강로1가 13-11번지
11170,12400,0,0013,0013,,,일반건축물,단독주택,주택,0,42.55,42.55,19300115,1,0,서울특별시 용산구 한강로1가 13-13번지
11170,12400,0,0013,0014,,,일반건축물,단독주택,주택,0,25.49,25.49,19620802,1,0,서울특별시 용산구 한강로1가 13-14번지
11170,12400,0,0013,0015,,,일반건축물,단독주택,주택,0,17.36,17.36,19610802,1,0,서울특별시 용산구 한강로1가 13-15번지
11170,12400,0,0013,0016,,,일반건축물,단독주택,주택,0,0,19.7,19591208,1,0,서울특별시 용산구 한강로1가 13-16번지
11170,12400,0,0013,0018,,,일반건축물,근린생활시설,근린생활시설,0,0,42.59,19601030,1,0,서울특별시 용산구 한강로1가 13-18번지
11170,12400,0,0013,0019,,,일반건축물,단독주택,"주택, 유도장",0,172.43,228.07,19560629,2,0,서울특별시 용산구 한강로1가 13-19번지
11170,12400,0,0013,0021,,,일반건축물,단독주택,주택,0,26.45,26.45,19580906,1,0,서울특별시 용산구 한강로1가 13-21번지
11170,12400,0,0013,0023,,,일반건축물,제2종근린생활시설,제2종근린생활시설,0,25.59,51.18,19631125,2,0,서울특별시 용산구 한강로1가 13-23번지
11170,12400,0,0013,0025,,,일반건축물,제2종근린생활시설,제2종근린생활시설,149.1,72.14,193.92,19961009,3,1,서울특별시 용산구 한강로1가 13-25번지
11170,12400,0,0013,0030,,,일반건축물,제1종근린생활시설,제1종근린생활시설,0,50.84,50.84,19740115,1,0,서울특별시 용산구 한강로1가 13-30번지
11170,12400,0,0014,0000,,,일반건축물,단독주택,주택,0,47.37,85.92,19540129,2,0,서울특별시 용산구 한강로1가 14번지
11170,12400,0,0014,0000,,,일반건축물,단독주택,"주택,점포",0,51.87,91.54,19591208,2,0,서울특별시 용산구 한강로1가 14번지
11170,12400,0,0014,0020,,,일반건축물,제1종근린생활시설,제1종근린생활시설,0,8.29,8.29,19591208,1,0,서울특별시 용산구 한강로1가 14-20번지
11170,12400,0,0014,0022,,,일반건축물,제2종근린생활시설,근린생활시설,28.4,0,54,19550430,2,0,서울특별시 용산구 한강로1가 14-22번지
11170,12400,0,0014,0024,,,일반건축물,제2종근린생활시설,근린생활시설,0,33.21,72.24,19680201,2,0,서울특별시 용산구 한강로1가 14-24번지
11170,12400,0,0014,0025,,,일반건축물,제1종근린생활시설,근린생활시설,0,8.69,8.69,19571005,1,0,서울특별시 용산구 한강로1가 14-25번지
11170,12400,0,0014,0026,,,일반건축물,단독주택,"주택,점포",0,32.21,128.84,19690131,4,0,서울특별시 용산구 한강로1가 14-26번지
11170,12400,0,0014,0027,,,일반건축물,제2종근린생활시설,제2종근린생활시설(일반음식점),33.6,33.55,33.55,19550525,1,0,서울특별시 용산구 한강로1가 14-27번지
11170,12400,0,0014,0028,,,일반건축물,제1종근린생활시설,점포,0,11.4,11.4,19551010,1,0,서울특별시 용산구 한강로1가 14-28번지
11170,12400,0,0014,0029,,,일반건축물,제1종근린생활시설,점포,0,3.58,3.58,19580501,1,0,서울특별시 용산구 한강로1가 14-29번지
11170,12400,0,0014,0030,,,일반건축물,제1종근린생활시설,제1종근린생활시설외1,34.5,33.07,62.98,19541229,2,0,서울특별시 용산구 한강로1가 14-30번지
11170,12400,0,0014,0031,,,일반건축물,제2종근린생활시설,제2종근린생활시설,0,40.69,48.03,19550817,2,0,서울특별시 용산구 한강로1가 14-31번지
11170,12400,0,0017,0001,,,일반건축물,제2종근린생활시설,"제2종근린생활시설,점포",0,0,79.41,19651220,2,0,서울특별시 용산구 한강로1가 17-1번지
11170,12400,0,0017,0008,,,일반건축물,공장,공장,0,37.09,37.09,19610701,1,0,서울특별시 용산구 한강로1가 17-8번지
11170,12400,0,0018,0001,,,일반건축물,제2종근린생활시설,"사무실,점포",0,187.42,1161.66,19711025,6,1,서울특별시 용산구 한강로1가 18-1번지
11170,12400,0,0018,0003,,,일반건축물,단독주택,주택,0,33.09,33.09,19601005,1,0,서울특별시 용산구 한강로1가 18-3번지
11170,12400,0,0018,0005,,,일반건축물,제1종근린생활시설,근린생활시설,0,51.1,254.4,19700810,4,1,서울특별시 용산구 한강로1가 18-5번지
11170,12400,0,0019,0000,,,일반건축물,제1종근린생활시설,영업용,0,50.39,94.16,19290602,2,0,서울특별시 용산구 한강로1가 19번지
11170,12400,0,0020,0001,,,일반건축물,단독주택,주택,0,57.58,57.58,19570918,1,0,서울특별시 용산구 한강로1가 20-1번지
11170,12400,0,0021,0001,,,일반건축물,단독주택,"주택, 점포",0,148.12,148.12,19651015,1,0,서울특별시 용산구 한강로1가 21-1번지
11170,12400,0,0023,0001,,,일반건축물,근린생활시설,영업,0,0,77.12,19590915,1,0,서울특별시 용산구 한강로1가 23-1번지
11170,12400,0,0024,0000,,,일반건축물,단독주택,주택,0,16.53,16.53,19570124,1,0,서울특별시 용산구 한강로1가 24번지
11170,12400,0,0024,0000,,,일반건축물,단독주택,주택,0,18.94,18.94,19550315,1,0,서울특별시 용산구 한강로1가 24번지
11170,12400,0,0024,0001,,,일반건축물,제1종근린생활시설,"점포, 사무실",0,106.14,654.64,19671110,6,1,서울특별시 용산구 한강로1가 24-1번지
11170,12400,0,0026,0002,,,일반건축물,창고시설,"창고, 발전실, 복도",0,149.88,149.88,19570715,1,0,서울특별시 용산구 한강로1가 26-2번지
11170,12400,0,0033,0000,,,일반건축물,단독주택,"주택, 점포",0,45.36,79.97,19591208,2,0,서울특별시 용산구 한강로1가 33번지
11170,12400,0,0034,0000,,,일반건축물,단독주택,주택,0,0,118.68,19531020,2,0,서울특별시 용산구 한강로1가 34번지
11170,12400,0,0034,0000,,,일반건축물,단독주택,주택,0,26.45,49.59,19550401,2,0,서울특별시 용산구 한강로1가 34번지
11170,12400,0,0034,0000,,,일반건축물,단독주택,주택,0,0,118.68,19531020,2,0,서울특별시 용산구 한강로1가 34번지
11170,12400,0,0034,0000,,,일반건축물,단독주택,주택,0,50.41,81.25,19310505,2,0,서울특별시 용산구 한강로1가 34번지
11170,12400,0,0037,0000,,,일반건축물,단독주택,"주택, 점포",0,92.1,140.3,19660422,2,0,서울특별시 용산구 한강로1가 37번지
11170,12400,0,0038,0002,,,일반건축물,제1종근린생활시설,점포,0,0,599.6,19650513,2,0,서울특별시 용산구 한강로1가 38-2번지
11170,12400,0,0042,0000,,,일반건축물,근린생활시설,점포,0,0,168.6,19520213,2,0,서울특별시 용산구 한강로1가 42번지
